ar,smasvaedi,tekjutiund,fjoldi
2008,2701,5,55
2008,2701,6,59
2008,2701,7,68
2008,2701,8,68
2008,2701,9,46
2008,2701,10,29
2008,2702,1,86
2008,2702,2,79
2008,2702,3,101
2008,2702,4,91
2008,2702,5,77
2008,2702,6,77
2008,2702,7,71
2008,2702,8,70
2008,2702,9,75
2008,2702,10,47
2008,2703,1,139
2008,2703,2,110
2008,2703,3,99
2008,2703,4,111
2008,2703,5,116
2008,2703,6,113
2008,2703,7,115
2008,2703,8,90
2008,2703,9,91
2008,2703,10,58
2008,2704,1,101
2008,2704,2,90
2008,2704,3,91
2008,2704,4,95
2008,2704,5,77
2008,2704,6,82
2008,2704,7,65
2008,2704,8,77
2008,2704,9,78
2008,2704,10,46
2008,2705,1,69
2008,2705,2,76
2008,2705,3,80
2008,2705,4,95
2008,2705,5,73
2008,2705,6,93
2008,2705,7,86
2008,2705,8,52
2008,2705,9,72
2008,2705,10,32
2008,2801,1,118
2008,2801,2,149
2008,2801,3,129
2008,2801,4,84
2008,2801,5,91
2008,2801,6,94
2008,2801,7,61
2008,2801,8,42
2008,2801,9,36
2008,2801,10,28
2008,2802,1,113
2008,2802,2,75
2008,2802,3,87
2008,2802,4,78
2008,2802,5,72
2008,2802,6,70
2008,2802,7,50
2008,2802,8,52
2008,2802,9,41
2008,2802,10,25
2008,2803,1,107
2008,2803,2,118
2008,2803,3,142
2008,2803,4,138
2008,2803,5,117
2008,2803,6,126
2008,2803,7,111
2008,2803,8,99
2008,2803,9,80
2008,2803,10,50
2008,2804,1,87
2008,2804,2,124
2008,2804,3,149
2008,2804,4,114
2008,2804,5,131
2008,2804,6,101
2008,2804,7,100
2008,2804,8,83
2008,2804,9,69
2008,2804,10,46
2008,2901,1,88
2008,2901,2,125
2008,2901,3,97
2008,2901,4,133
2008,2901,5,118
2008,2901,6,108
2008,2901,7,94
2008,2901,8,144
2008,2901,9,134
2008,2901,10,120
2008,2902,1,59
2008,2902,2,73
2008,2902,3,107
2008,2902,4,100
2008,2902,5,88
2008,2902,6,71
2008,2902,7,65
2008,2902,8,67
2008,2902,9,49
2008,2902,10,21
2008,2903,1,44
2008,2903,2,123
2008,2903,3,122
2008,2903,4,102
2008,2903,5,108
2008,2903,6,83
2008,2903,7,91
2008,2903,8,62
2008,2903,9,53
2008,2903,10,26
2008,2904,1,119
2008,2904,2,159
2008,2904,3,230
2008,2904,4,175
2008,2904,5,158
2008,2904,6,153
2008,2904,7,177
2008,2904,8,142
2008,2904,9,139
2008,2904,10,95
2008,3001,1,3
2008,3001,2,4
2008,3001,3,9
2008,3001,4,10
2008,3001,5,9
2008,3001,6,18
2008,3001,7,7
2008,3001,8,3
2008,3001,9,2
2008,3001,10,2
2008,3002,1,26
2008,3002,2,30
2008,3002,3,20
2008,3002,4,17
2008,3002,5,15
2008,3002,6,23
2008,3002,7,14
2008,3002,8,15
2008,3002,9,12
2008,3002,10,7
2008,3003,1,76
2008,3003,2,83
2008,3003,3,93
2008,3003,4,92
2008,3003,5,71
2008,3003,6,115
2008,3003,7,160
2008,3003,8,86
2008,3003,9,65
2008,3003,10,39
2008,3004,1,21
2008,3004,2,31
2008,3004,3,28
2008,3004,4,32
2008,3004,5,33
2008,3004,6,28
2008,3004,7,30
2008,3004,8,31
2008,3004,9,32
2008,3004,10,22
2008,3005,1,51
2008,3005,2,43
2008,3005,3,60
2008,3005,4,62
2008,3005,5,65
2008,3005,6,62
2008,3005,7,63
2008,3005,8,63
2008,3005,9,34
2008,3005,10,32
2008,3006,1,50
2008,3006,2,56
2008,3006,3,55
2008,3006,4,86
2008,3006,5,71
2008,3006,6,45
2008,3006,7,58
2008,3006,8,55
2008,3006,9,61
2008,3006,10,38
2008,3101,1,129
2008,3101,2,137
2008,3101,3,127
2008,3101,4,116
2008,3101,5,107
2008,3101,6,79
2008,3101,7,87
2008,3101,8,79
2008,3101,9,69
2008,3101,10,58
2008,3102,1,56
2008,3102,2,52
2008,3102,3,70
2008,3102,4,40
2008,3102,5,30
2008,3102,6,28
2008,3102,7,24
2008,3102,8,29
2008,3102,9,17
2008,3102,10,16
2008,3103,1,85
2008,3103,2,89
2008,3103,3,109
2008,3103,4,140
2008,3103,5,108
2008,3103,6,90
2008,3103,7,107
2008,3103,8,65
2008,3103,9,57
2008,3103,10,51
2008,3104,1,58
2008,3104,2,108
2008,3104,3,90
2008,3104,4,104
2008,3104,5,70
2008,3104,6,63
2008,3104,7,73
2008,3104,8,68
2008,3104,9,58
2008,3104,10,40
2008,3105,1,58
2008,3105,2,70
2008,3105,3,71
2008,3105,4,60
2008,3105,5,65
2008,3105,6,67
2008,3105,7,65
2008,3105,8,62
2008,3105,9,54
2008,3105,10,28
2008,3201,1,64
2008,3201,2,62
2008,3201,3,64
2008,3201,4,81
2008,3201,5,67
2008,3201,6,80
2008,3201,7,63
2008,3201,8,46
2008,3201,9,51
2008,3201,10,21
2008,3202,1,69
2008,3202,2,94
2008,3202,3,106
2008,3202,4,79
2008,3202,5,78
2008,3202,6,88
2008,3202,7,93
2008,3202,8,95
2008,3202,9,60
2008,3202,10,47
2008,3203,1,60
2008,3203,2,81
2008,3203,3,70
2008,3203,4,76
2008,3203,5,68
2008,3203,6,89
2008,3203,7,95
2008,3203,8,76
2008,3203,9,70
2008,3203,10,24
2008,3204,1,132
2008,3204,2,126
2008,3204,3,100
2008,3204,4,108
2008,3204,5,107
2008,3204,6,102
2008,3204,7,133
2008,3204,8,126
2008,3204,9,129
2008,3204,10,113
2008,3205,1,10
2008,3205,2,15
2008,3205,3,13
2008,3205,4,8
2008,3205,5,22
2008,3205,6,26
2008,3205,7,14
2008,3205,8,13
2008,3205,9,17
2008,3205,10,15
2008,3301,1,89
2008,3301,2,105
2008,3301,3,74
2008,3301,4,89
2008,3301,5,66
2008,3301,6,72
2008,3301,7,90
2008,3301,8,69
2008,3301,9,61
2008,3301,10,31
2008,3302,1,135
2008,3302,2,112
2008,3302,3,167
2008,3302,4,135
2008,3302,5,112
2008,3302,6,111
2008,3302,7,97
2008,3302,8,98
2008,3302,9,86
2008,3302,10,69
2008,3303,1,108
2008,3303,2,119
2008,3303,3,92
2008,3303,4,68
2008,3303,5,77
2008,3303,6,63
2008,3303,7,70
2008,3303,8,58
2008,3303,9,25
2008,3303,10,26
2008,3304,1,97
2008,3304,2,123
2008,3304,3,148
2008,3304,4,93
2008,3304,5,85
2008,3304,6,62
2008,3304,7,78
2008,3304,8,86
2008,3304,9,86
2008,3304,10,179
2008,3305,1,147
2008,3305,2,136
2008,3305,3,155
2008,3305,4,144
2008,3305,5,106
2008,3305,6,96
2008,3305,7,74
2008,3305,8,77
2008,3305,9,82
2008,3305,10,120
2008,3401,1,127
2008,3401,2,127
2008,3401,3,128
2008,3401,4,145
2008,3401,5,112
2008,3401,6,103
2008,3401,7,72
2008,3401,8,68
2008,3401,9,70
2008,3401,10,78
2008,3402,1,66
2008,3402,2,86
2008,3402,3,116
2008,3402,4,98
2008,3402,5,61
2008,3402,6,47
2008,3402,7,43
2008,3402,8,43
2008,3402,9,36
2008,3402,10,21
2008,3403,1,181
2008,3403,2,165
2008,3403,3,189
2008,3403,4,181
2008,3403,5,169
2008,3403,6,154
2008,3403,7,159
2008,3403,8,145
2008,3403,9,128
2008,3403,10,118
2008,3404,1,58
2008,3404,2,68
2008,3404,3,64
2008,3404,4,66
2008,3404,5,53
2008,3404,6,42
2008,3404,7,36
2008,3404,8,30
2008,3404,9,41
2008,3404,10,52
2008,3501,1,80
2008,3501,2,87
2008,3501,3,81
2008,3501,4,62
2008,3501,5,56
2008,3501,6,47
2008,3501,7,47
2008,3501,8,30
2008,3501,9,26
2008,3501,10,24
2008,3502,1,110
2008,3502,2,95
2008,3502,3,111
2008,3502,4,126
2008,3502,5,98
2008,3502,6,69
2008,3502,7,77
2008,3502,8,70
2008,3502,9,68
2008,3502,10,52
2008,3503,1,116
2008,3503,2,112
2008,3503,3,94
2008,3503,4,84
2008,3503,5,58
2008,3503,6,61
2008,3503,7,67
2008,3503,8,47
2008,3503,9,41
2008,3503,10,26
2008,3504,1,137
2008,3504,2,141
2008,3504,3,170
2008,3504,4,157
2008,3504,5,150
2008,3504,6,124
2008,3504,7,143
2008,3504,8,136
2008,3504,9,106
2008,3504,10,87
2008,3601,1,122
2008,3601,2,126
2008,3601,3,130
2008,3601,4,136
2008,3601,5,103
2008,3601,6,86
2008,3601,7,104
2008,3601,8,89
2008,3601,9,91
2008,3601,10,94
2008,3602,1,124
2008,3602,2,138
2008,3602,3,170
2008,3602,4,136
2008,3602,5,89
2008,3602,6,73
2008,3602,7,77
2008,3602,8,66
2008,3602,9,59
2008,3602,10,48
2008,3603,1,123
2008,3603,2,150
2008,3603,3,163
2008,3603,4,113
2008,3603,5,141
2008,3603,6,116
2008,3603,7,90
2008,3603,8,89
2008,3603,9,70
2008,3603,10,52
2008,3701,1,73
2008,3701,2,58
2008,3701,3,60
2008,3701,4,65
2008,3701,5,60
2008,3701,6,74
2008,3701,7,58
2008,3701,8,57
2008,3701,9,65
2008,3701,10,52
2008,3702,1,94
2008,3702,2,97
2008,3702,3,119
2008,3702,4,96
2008,3702,5,99
2008,3702,6,73
2008,3702,7,94
2008,3702,8,65
2008,3702,9,69
2008,3702,10,44
2008,3703,1,90
2008,3703,2,81
2008,3703,3,99
2008,3703,4,99
2008,3703,5,93
2008,3703,6,82
2008,3703,7,78
2008,3703,8,67
2008,3703,9,73
2008,3703,10,89
2008,3704,1,92
2008,3704,2,69
2008,3704,3,87
2008,3704,4,83
2008,3704,5,61
2008,3704,6,60
2008,3704,7,56
2008,3704,8,37
2008,3704,9,44
2008,3704,10,24
2008,3801,1,21
2008,3801,2,31
2008,3801,3,23
2008,3801,4,34
2008,3801,5,34
2008,3801,6,33
2008,3801,7,34
2008,3801,8,25
2008,3801,9,24
2008,3801,10,18
2008,3802,1,26
2008,3802,2,29
2008,3802,3,35
2008,3802,4,42
2008,3802,5,32
2008,3802,6,36
2008,3802,7,31
2008,3802,8,24
2008,3802,9,34
2008,3802,10,22
2008,3803,1,81
2008,3803,2,68
2008,3803,3,55
2008,3803,4,70
2008,3803,5,72
2008,3803,6,75
2008,3803,7,69
2008,3803,8,67
2008,3803,9,72
2008,3803,10,63
2008,3804,1,100
2008,3804,2,93
2008,3804,3,103
2008,3804,4,85
2008,3804,5,104
2008,3804,6,79
2008,3804,7,76
2008,3804,8,73
2008,3804,9,82
2008,3804,10,59
2008,3901,1,116
2008,3901,2,106
2008,3901,3,108
2008,3901,4,100
2008,3901,5,104
2008,3901,6,95
2008,3901,7,109
2008,3901,8,85
2008,3901,9,52
2008,3901,10,55
2008,3902,1,97
2008,3902,2,96
2008,3902,3,113
2008,3902,4,109
2008,3902,5,98
2008,3902,6,91
2008,3902,7,93
2008,3902,8,73
2008,3902,9,57
2008,3902,10,45
2008,3903,1,147
2008,3903,2,145
2008,3903,3,123
2008,3903,4,115
2008,3903,5,127
2008,3903,6,132
2008,3903,7,104
2008,3903,8,76
2008,3903,9,85
2008,3903,10,64
2008,3904,1,90
2008,3904,2,94
2008,3904,3,134
2008,3904,4,129
2008,3904,5,100
2008,3904,6,108
2008,3904,7,80
2008,3904,8,75
2008,3904,9,63
2008,3904,10,27
2008,4001,1,93
2008,4001,2,84
2008,4001,3,81
2008,4001,4,99
2008,4001,5,56
2008,4001,6,48
2008,4001,7,59
2008,4001,8,41
2008,4001,9,35
2008,4001,10,31
2008,4002,1,111
2008,4002,2,147
2008,4002,3,196
2008,4002,4,137
2008,4002,5,134
2008,4002,6,118
2008,4002,7,110
2008,4002,8,111
2008,4002,9,89
2008,4002,10,55
2008,4003,1,83
2008,4003,2,86
2008,4003,3,83
2008,4003,4,74
2008,4003,5,54
2008,4003,6,38
2008,4003,7,54
2008,4003,8,40
2008,4003,9,44
2008,4003,10,27
2008,4101,1,107
2008,4101,2,98
2008,4101,3,129
2008,4101,4,86
2008,4101,5,84
2008,4101,6,82
2008,4101,7,42
2008,4101,8,53
2008,4101,9,61
2008,4101,10,39
2008,4102,1,174
2008,4102,2,126
2008,4102,3,180
2008,4102,4,129
2008,4102,5,154
2008,4102,6,140
2008,4102,7,139
2008,4102,8,156
2008,4102,9,157
2008,4102,10,149
2008,4103,1,94
2008,4103,2,107
2008,4103,3,92
2008,4103,4,113
2008,4103,5,123
2008,4103,6,80
2008,4103,7,79
2008,4103,8,89
2008,4103,9,120
2008,4103,10,48
2008,4201,1,87
2008,4201,2,84
2008,4201,3,96
2008,4201,4,81
2008,4201,5,73
2008,4201,6,70
2008,4201,7,86
2008,4201,8,93
2008,4201,9,103
2008,4201,10,125
2008,4202,1,38
2008,4202,2,70
2008,4202,3,53
2008,4202,4,47
2008,4202,5,47
2008,4202,6,43
2008,4202,7,48
2008,4202,8,51
2008,4202,9,50
2008,4202,10,113
2008,4203,1,48
2008,4203,2,71
2008,4203,3,60
2008,4203,4,59
2008,4203,5,47
2008,4203,6,52
2008,4203,7,48
2008,4203,8,74
2008,4203,9,96
2008,4203,10,154
2008,4204,1,79
2008,4204,2,63
2008,4204,3,61
2008,4204,4,56
2008,4204,5,69
2008,4204,6,57
2008,4204,7,46
2008,4204,8,55
2008,4204,9,79
2008,4204,10,52
2009,0101,1,67
2009,0101,2,66
2009,0101,3,67
2009,0101,4,62
2009,0101,5,61
2009,0101,6,65
2009,0101,7,86
2009,0101,8,86
2009,0101,9,94
2009,0101,10,61
2009,0102,1,45
2009,0102,2,36
2009,0102,3,43
2009,0102,4,45
2009,0102,5,34
2009,0102,6,42
2009,0102,7,59
2009,0102,8,53
2009,0102,9,79
2009,0102,10,89
2009,0103,1,60
2009,0103,2,57
2009,0103,3,47
2009,0103,4,37
2009,0103,5,68
2009,0103,6,57
2009,0103,7,64
2009,0103,8,73
2009,0103,9,84
2009,0103,10,91
2009,0104,1,39
2009,0104,2,51
2009,0104,3,42
2009,0104,4,54
2009,0104,5,51
2009,0104,6,55
2009,0104,7,47
2009,0104,8,35
2009,0104,9,52
2009,0104,10,54
2009,0201,1,54
2009,0201,2,32
2009,0201,3,35
2009,0201,4,34
2009,0201,5,33
2009,0201,6,44
2009,0201,7,45
2009,0201,8,48
2009,0201,9,55
2009,0201,10,86
2009,0202,1,93
2009,0202,2,86
2009,0202,3,61
2009,0202,4,50
2009,0202,5,68
2009,0202,6,48
2009,0202,7,59
2009,0202,8,68
2009,0202,9,84
2009,0202,10,93
2009,0203,1,65
2009,0203,2,61
2009,0203,3,57
2009,0203,4,44
2009,0203,5,55
2009,0203,6,64
2009,0203,7,78
2009,0203,8,85
2009,0203,9,87
2009,0203,10,120
2009,0204,1,71
2009,0204,2,59
2009,0204,3,52
2009,0204,4,48
2009,0204,5,37
2009,0204,6,53
2009,0204,7,74
2009,0204,8,80
2009,0204,9,93
2009,0204,10,96
2009,0205,1,65
2009,0205,2,53
2009,0205,3,35
2009,0205,4,46
2009,0205,5,49
2009,0205,6,57
2009,0205,7,76
2009,0205,8,83
2009,0205,9,86
2009,0205,10,70
2009,0206,1,63
2009,0206,2,61
2009,0206,3,54
2009,0206,4,53
2009,0206,5,56
2009,0206,6,83
2009,0206,7,77
2009,0206,8,103
2009,0206,9,124
2009,0206,10,139
2009,0207,1,51
2009,0207,2,36
2009,0207,3,29
2009,0207,4,34
2009,0207,5,39
2009,0207,6,38
2009,0207,7,42
2009,0207,8,45
2009,0207,9,49
2009,0207,10,56
2009,0208,1,55
2009,0208,2,47
2009,0208,3,56
2009,0208,4,55
2009,0208,5,63
2009,0208,6,59
2009,0208,7,95
2009,0208,8,89
2009,0208,9,103
2009,0208,10,90
2009,0301,1,87
2009,0301,2,105
2009,0301,3,105
2009,0301,4,83
2009,0301,5,77
2009,0301,6,98
2009,0301,7,123
2009,0301,8,117
2009,0301,9,117
2009,0301,10,147
2009,0302,1,106
2009,0302,2,117
2009,0302,3,114
2009,0302,4,116
2009,0302,5,105
2009,0302,6,150
2009,0302,7,122
2009,0302,8,135
2009,0302,9,137
2009,0302,10,100
2009,0303,1,69
2009,0303,2,81
2009,0303,3,73
2009,0303,4,76
2009,0303,5,53
2009,0303,6,68
2009,0303,7,85
2009,0303,8,76
2009,0303,9,85
2009,0303,10,81
2009,0304,1,90
2009,0304,2,117
2009,0304,3,115
2009,0304,4,142
2009,0304,5,77
2009,0304,6,102
2009,0304,7,91
2009,0304,8,91
2009,0304,9,76
2009,0304,10,73
2009,0401,1,107
2009,0401,2,93
2009,0401,3,76
2009,0401,4,79
2009,0401,5,113
2009,0401,6,108
2009,0401,7,113
2009,0401,8,131
2009,0401,9,131
2009,0401,10,160
2009,0402,1,106
2009,0402,2,73
2009,0402,3,77
2009,0402,4,57
2009,0402,5,80
2009,0402,6,112
2009,0402,7,137
2009,0402,8,139
2009,0402,9,151
2009,0402,10,132
2009,0403,1,56
2009,0403,2,64
2009,0403,3,48
2009,0403,4,60
2009,0403,5,51
2009,0403,6,74
2009,0403,7,70
2009,0403,8,68
2009,0403,9,68
2009,0403,10,50
2009,0404,1,97
2009,0404,2,91
2009,0404,3,62
2009,0404,4,82
2009,0404,5,98
2009,0404,6,78
2009,0404,7,116
2009,0404,8,119
2009,0404,9,102
2009,0404,10,122
2009,0405,1,70
2009,0405,2,108
2009,0405,3,110
2009,0405,4,103
2009,0405,5,85
2009,0405,6,86
2009,0405,7,103
2009,0405,8,96
2009,0405,9,88
2009,0405,10,69
2009,0501,1,88
2009,0501,2,93
2009,0501,3,98
2009,0501,4,98
2009,0501,5,90
2009,0501,6,66
2009,0501,7,87
2009,0501,8,70
2009,0501,9,62
2009,0501,10,43
2009,0502,1,68
2009,0502,2,72
2009,0502,3,66
2009,0502,4,68
2009,0502,5,64
2009,0502,6,67
2009,0502,7,74
2009,0502,8,89
2009,0502,9,89
2009,0502,10,76
2009,0503,1,55
2009,0503,2,57
2009,0503,3,39
2009,0503,4,49
2009,0503,5,57
2009,0503,6,68
2009,0503,7,70
2009,0503,8,67
2009,0503,9,76
2009,0503,10,71
2009,0504,1,56
2009,0504,2,53
2009,0504,3,51
2009,0504,4,64
2009,0504,5,68
2009,0504,6,67
2009,0504,7,76
2009,0504,8,64
2009,0504,9,54
2009,0504,10,45
2009,0601,1,97
2009,0601,2,86
2009,0601,3,117
2009,0601,4,134
2009,0601,5,105
2009,0601,6,144
2009,0601,7,122
2009,0601,8,108
2009,0601,9,105
2009,0601,10,93
2009,0602,1,90
2009,0602,2,85
2009,0602,3,63
2009,0602,4,67
2009,0602,5,84
2009,0602,6,65
2009,0602,7,103
2009,0602,8,101
2009,0602,9,117
2009,0602,10,78
2009,0603,1,42
2009,0603,2,29
2009,0603,3,39
2009,0603,4,27
2009,0603,5,42
2009,0603,6,38
2009,0603,7,51
2009,0603,8,44
2009,0603,9,50
2009,0603,10,64
2009,0604,1,64
2009,0604,2,65
2009,0604,3,61
2009,0604,4,57
2009,0604,5,64
2009,0604,6,75
2009,0604,7,85
2009,0604,8,66
2009,0604,9,88
2009,0604,10,75
2009,0605,1,55
2009,0605,2,55
2009,0605,3,40
2009,0605,4,43
2009,0605,5,41
2009,0605,6,47
2009,0605,7,50
2009,0605,8,42
2009,0605,9,57
2009,0605,10,81
2009,0606,1,54
2009,0606,2,64
2009,0606,3,79
2009,0606,4,58
2009,0606,5,93
2009,0606,6,83
2009,0606,7,89
2009,0606,8,88
2009,0606,9,79
2009,0606,10,60
2009,0701,1,74
2009,0701,2,66
2009,0701,3,52
2009,0701,4,47
2009,0701,5,50
2009,0701,6,61
2009,0701,7,76
2009,0701,8,81
2009,0701,9,81
2009,0701,10,112
2009,0702,1,57
2009,0702,2,39
2009,0702,3,40
2009,0702,4,28
2009,0702,5,39
2009,0702,6,43
2009,0702,7,61
2009,0702,8,63
2009,0702,9,76
2009,0702,10,141
2009,0703,1,66
2009,0703,2,34
2009,0703,3,53
2009,0703,4,62
2009,0703,5,48
2009,0703,6,82
2009,0703,7,78
2009,0703,8,77
2009,0703,9,99
2009,0703,10,77
2009,0704,1,86
2009,0704,2,73
2009,0704,3,75
2009,0704,4,67
2009,0704,5,81
2009,0704,6,77
2009,0704,7,110
2009,0704,8,100
2009,0704,9,128
2009,0704,10,135
2009,0705,1,70
2009,0705,2,61
2009,0705,3,68
2009,0705,4,66
2009,0705,5,75
2009,0705,6,78
2009,0705,7,85
2009,0705,8,105
2009,0705,9,135
2009,0705,10,178
2009,0706,1,130
2009,0706,2,119
2009,0706,3,122
2009,0706,4,115
2009,0706,5,115
2009,0706,6,128
2009,0706,7,133
2009,0706,8,136
2009,0706,9,141
2009,0706,10,134
2009,0707,1,38
2009,0707,2,49
2009,0707,3,60
2009,0707,4,45
2009,0707,5,66
2009,0707,6,54
2009,0707,7,61
2009,0707,8,59
2009,0707,9,61
2009,0707,10,61
2009,0708,1,76
2009,0708,2,68
2009,0708,3,75
2009,0708,4,84
2009,0708,5,78
2009,0708,6,99
2009,0708,7,99
2009,0708,8,105
2009,0708,9,114
2009,0708,10,94
2009,0801,1,54
2009,0801,2,80
2009,0801,3,90
2009,0801,4,99
2009,0801,5,95
2009,0801,6,96
2009,0801,7,92
2009,0801,8,59
2009,0801,9,42
2009,0801,10,24
2009,0802,1,50
2009,0802,2,50
2009,0802,3,66
2009,0802,4,76
2009,0802,5,72
2009,0802,6,63
2009,0802,7,66
2009,0802,8,56
2009,0802,9,51
2009,0802,10,43
2009,0803,1,88
2009,0803,2,99
2009,0803,3,166
2009,0803,4,144
2009,0803,5,155
2009,0803,6,132
2009,0803,7,125
2009,0803,8,83
2009,0803,9,39
2009,0803,10,39
2009,0804,1,97
2009,0804,2,122
2009,0804,3,129
2009,0804,4,179
2009,0804,5,150
2009,0804,6,143
2009,0804,7,134
2009,0804,8,135
2009,0804,9,92
2009,0804,10,70
2009,0805,1,86
2009,0805,2,71
2009,0805,3,60
2009,0805,4,79
2009,0805,5,76
2009,0805,6,83
2009,0805,7,72
2009,0805,8,81
2009,0805,9,58
2009,0805,10,48
2009,0806,1,85
2009,0806,2,77
2009,0806,3,100
2009,0806,4,112
2009,0806,5,131
2009,0806,6,97
2009,0806,7,128
2009,0806,8,101
2009,0806,9,90
2009,0806,10,43
2009,0807,1,50
2009,0807,2,76
2009,0807,3,76
2009,0807,4,100
2009,0807,5,99
2009,0807,6,105
2009,0807,7,79
2009,0807,8,79
2009,0807,9,66
2009,0807,10,35
2009,0901,1,110
2009,0901,2,114
2009,0901,3,101
2009,0901,4,111
2009,0901,5,130
2009,0901,6,124
2009,0901,7,124
2009,0901,8,109
2009,0901,9,126
2009,0901,10,127
2009,0902,1,70
2009,0902,2,70
2009,0902,3,66
2009,0902,4,71
2009,0902,5,79
2009,0902,6,61
2009,0902,7,47
2009,0902,8,70
2009,0902,9,73
2009,0902,10,116
2009,0903,1,94
2009,0903,2,98
2009,0903,3,86
2009,0903,4,83
2009,0903,5,97
2009,0903,6,97
2009,0903,7,103
2009,0903,8,88
2009,0903,9,74
2009,0903,10,47
2009,0904,1,99
2009,0904,2,84
2009,0904,3,71
2009,0904,4,73
2009,0904,5,98
2009,0904,6,80
2009,0904,7,82
2009,0904,8,98
2009,0904,9,87
2009,0904,10,96
2009,0905,1,47
2009,0905,2,52
2009,0905,3,60
2009,0905,4,63
2009,0905,5,69
2009,0905,6,58
2009,0905,7,55
2009,0905,8,63
2009,0905,9,53
2009,0905,10,58
2009,1001,1,29
2009,1001,2,32
2009,1001,3,26
2009,1001,4,36
2009,1001,5,27
2009,1001,6,47
2009,1001,7,33
2009,1001,8,36
2009,1001,9,32
2009,1001,10,25
2009,1002,1,67
2009,1002,2,65
2009,1002,3,65
2009,1002,4,57
2009,1002,5,76
2009,1002,6,90
2009,1002,7,87
2009,1002,8,107
2009,1002,9,101
2009,1002,10,73
2009,1003,1,122
2009,1003,2,98
2009,1003,3,120
2009,1003,4,102
2009,1003,5,103
2009,1003,6,126
2009,1003,7,143
2009,1003,8,143
2009,1003,9,146
2009,1003,10,170
2009,1004,1,110
2009,1004,2,79
2009,1004,3,86
2009,1004,4,104
2009,1004,5,93
2009,1004,6,99
2009,1004,7,127
2009,1004,8,110
2009,1004,9,98
2009,1004,10,95
2009,1005,1,81
2009,1005,2,77
2009,1005,3,73
2009,1005,4,78
2009,1005,5,69
2009,1005,6,76
2009,1005,7,97
2009,1005,8,86
2009,1005,9,103
2009,1005,10,127
2009,1006,1,77
2009,1006,2,85
2009,1006,3,83
2009,1006,4,111
2009,1006,5,101
2009,1006,6,107
2009,1006,7,92
2009,1006,8,95
2009,1006,9,72
2009,1006,10,61
2009,1101,1,34
2009,1101,2,45
2009,1101,3,32
2009,1101,4,33
2009,1101,5,35
2009,1101,6,42
2009,1101,7,44
2009,1101,8,53
2009,1101,9,44
2009,1101,10,59
2009,1102,1,158
2009,1102,2,113
2009,1102,3,99
2009,1102,4,113
2009,1102,5,136
2009,1102,6,141
2009,1102,7,148
2009,1102,8,142
2009,1102,9,174
2009,1102,10,171
2009,1103,1,115
2009,1103,2,106
2009,1103,3,112
2009,1103,4,113
2009,1103,5,124
2009,1103,6,132
2009,1103,7,124
2009,1103,8,135
2009,1103,9,132
2009,1103,10,168
2009,1104,1,112
2009,1104,2,79
2009,1104,3,77
2009,1104,4,80
2009,1104,5,109
2009,1104,6,100
2009,1104,7,101
2009,1104,8,95
2009,1104,9,131
2009,1104,10,117
2009,1201,1,72
2009,1201,2,68
2009,1201,3,87
2009,1201,4,66
2009,1201,5,103
2009,1201,6,82
2009,1201,7,89
2009,1201,8,97
2009,1201,9,104
2009,1201,10,93
2009,1202,1,115
2009,1202,2,125
2009,1202,3,122
2009,1202,4,133
2009,1202,5,117
2009,1202,6,132
2009,1202,7,132
2009,1202,8,165
2009,1202,9,168
2009,1202,10,90
2009,1203,1,65
2009,1203,2,55
2009,1203,3,56
2009,1203,4,53
2009,1203,5,66
2009,1203,6,68
2009,1203,7,85
2009,1203,8,96
2009,1203,9,85
2009,1203,10,57
2009,1204,1,104
2009,1204,2,77
2009,1204,3,87
2009,1204,4,99
2009,1204,5,99
2009,1204,6,135
2009,1204,7,102
2009,1204,8,118
2009,1204,9,122
2009,1204,10,82
2009,1205,1,49
2009,1205,2,40
2009,1205,3,45
2009,1205,4,41
2009,1205,5,73
2009,1205,6,64
2009,1205,7,75
2009,1205,8,82
2009,1205,9,75
2009,1205,10,87
2009,1206,1,84
2009,1206,2,59
2009,1206,3,58
2009,1206,4,57
2009,1206,5,63
2009,1206,6,67
2009,1206,7,82
2009,1206,8,68
2009,1206,9,94
2009,1206,10,88
2009,1301,1,66
2009,1301,2,72
2009,1301,3,74
2009,1301,4,72
2009,1301,5,74
2009,1301,6,110
2009,1301,7,102
2009,1301,8,119
2009,1301,9,113
2009,1301,10,86
2009,1302,1,89
2009,1302,2,88
2009,1302,3,91
2009,1302,4,88
2009,1302,5,123
2009,1302,6,120
2009,1302,7,110
2009,1302,8,116
2009,1302,9,103
2009,1302,10,83
2009,1303,1,49
2009,1303,2,57
2009,1303,3,49
2009,1303,4,60
2009,1303,5,66
2009,1303,6,60
2009,1303,7,82
2009,1303,8,88
2009,1303,9,90
2009,1303,10,121
2009,1304,1,2
2009,1304,2,5
2009,1304,3,6
2009,1304,4,2
2009,1304,5,5
2009,1304,6,7
2009,1304,7,7
2009,1304,8,10
2009,1304,9,6
2009,1304,10,10
2009,1305,1,35
2009,1305,2,28
2009,1305,3,52
2009,1305,4,48
2009,1305,5,38
2009,1305,6,53
2009,1305,7,31
2009,1305,8,42
2009,1305,9,23
2009,1305,10,18
2009,1401,1,40
2009,1401,2,53
2009,1401,3,52
2009,1401,4,70
2009,1401,5,67
2009,1401,6,59
2009,1401,7,63
2009,1401,8,66
2009,1401,9,52
2009,1401,10,29
2009,1402,1,24
