ar,smasvaedi,fjoldi
2016,0903,927
2016,0904,851
2016,0905,559
2016,1001,518
2016,1002,941
2016,1003,1344
2016,1004,1123
2016,1005,842
2016,1006,975
2016,1101,454
2016,1102,1405
2016,1103,1218
2016,1104,1019
2016,1201,833
2016,1202,1378
2016,1203,789
2016,1204,1072
2016,1205,668
2016,1206,813
2016,1301,906
2016,1302,1093
2016,1303,757
2016,1304,482
2016,1305,478
2016,1401,969
2016,1402,453
2016,1403,556
2016,1404,570
2016,1501,1027
2016,1502,1004
2016,1503,1087
2016,1504,974
2016,1601,720
2016,1602,1119
2016,1603,1463
2016,1701,733
2016,1702,524
2016,1703,542
2016,1704,807
2016,1705,1023
2016,1706,988
2016,1801,678
2016,1802,587
2016,1803,136
2016,1804,697
2016,1805,842
2016,1806,456
2016,1807,863
2016,1808,1112
2016,1809,799
2016,1810,464
2016,1811,915
2016,1901,986
2016,1902,385
2016,1903,350
2016,1904,810
2016,2001,853
2016,2002,403
2016,2003,665
2016,2004,1190
2016,2005,955
2016,2006,1156
2016,2007,1015
2016,2008,452
2016,2101,968
2016,2102,384
2016,2103,838
2016,2104,1016
2016,2105,516
2016,2106,934
2016,2201,949
2016,2202,656
2016,2203,638
2016,2204,729
2016,2205,717
2016,2301,901
2016,2302,534
2016,2303,876
2016,2401,1017
2016,2402,1042
2016,2403,1034
2016,2404,793
2016,2405,284
2016,2406,615
2016,2407,261
2016,2501,1138
2016,2502,469
2016,2503,822
2016,2504,876
2016,2601,1031
2016,2602,1245
2016,2701,584
2016,2702,713
2016,2703,1140
2016,2704,768
2016,2705,802
2016,2801,940
2016,2802,740
2016,2803,1090
2016,2804,1015
2016,2901,1180
2016,2902,616
2016,2903,705
2016,2904,1502
2016,3001,381
2016,3002,361
2016,3003,778
2016,3004,697
2016,3005,638
2016,3006,623
2016,3101,1052
2016,3102,504
2016,3103,761
2016,3104,694
2016,3105,558
2016,3201,494
2016,3202,773
2016,3203,705
2016,3204,1122
2016,3205,393
2016,3301,705
2016,3302,983
2016,3303,641
2016,3304,1006
2016,3305,1104
2016,3401,1102
2016,3402,504
2016,3403,1480
2016,3404,491
2016,3501,498
2016,3502,845
2016,3503,651
2016,3504,1386
2016,3601,990
2016,3602,949
2016,3603,1179
2016,3701,601
2016,3702,773
2016,3703,797
2016,3704,521
2016,3801,653
2016,3802,509
2016,3803,643
2016,3804,859
2016,3901,951
2016,3902,806
2016,3903,1129
2016,3904,866
2016,4001,611
2016,4002,1166
2016,4003,597
2016,4101,693
2016,4102,1460
2016,4103,567
2016,4201,802
2016,4202,573
2016,4203,700
2016,4204,574
2017,0101,740
2017,0102,559
2017,0103,682
2017,0104,561
2017,0201,507
2017,0202,796
2017,0203,828
2017,0204,683
2017,0205,707
2017,0206,835
2017,0207,480
2017,0208,764
2017,0301,1248
2017,0302,1249
2017,0303,802
2017,0304,999
2017,0401,1211
2017,0402,1287
2017,0403,672
2017,0404,1216
2017,0405,1142
2017,0501,895
2017,0502,841
2017,0503,651
2017,0504,671
2017,0601,1243
2017,0602,952
2017,0603,479
2017,0604,814
2017,0605,575
2017,0606,882
2017,0701,782
2017,0702,645
2017,0703,832
2017,0704,1117
2017,0705,994
2017,0706,1492
2017,0707,662
2017,0708,955
2017,0801,869
2017,0802,639
2017,0803,1092
2017,0804,1368
2017,0805,780
2017,0806,996
2017,0807,817
2017,0901,1238
2017,0902,744
2017,0903,950
2017,0904,868
2017,0905,584
2017,1001,573
2017,1002,973
2017,1003,1437
2017,1004,1189
2017,1005,855
2017,1006,986
2017,1101,506
2017,1102,1434
2017,1103,1268
2017,1104,1059
2017,1201,853
2017,1202,1430
2017,1203,801
2017,1204,1104
2017,1205,684
2017,1206,832
2017,1301,918
2017,1302,1119
2017,1303,807
2017,1304,597
2017,1305,555
2017,1401,1026
2017,1402,539
2017,1403,588
2017,1404,585
2017,1501,1001
2017,1502,1101
2017,1503,1125
2017,1504,1004
2017,1601,723
2017,1602,1126
2017,1603,1508
2017,1701,799
2017,1702,529
2017,1703,555
2017,1704,885
2017,1705,1079
2017,1706,1042
2017,1801,707
2017,1802,604
2017,1803,273
2017,1804,720
2017,1805,920
2017,1806,494
2017,1807,884
2017,1808,1085
2017,1809,784
2017,1810,446
2017,1811,872
2017,1901,1036
2017,1902,463
2017,1903,407
2017,1904,832
2017,2001,890
2017,2002,443
2017,2003,779
2017,2004,1231
2017,2005,979
2017,2006,1235
2017,2007,1041
2017,2008,498
2017,2101,1004
2017,2102,404
2017,2103,898
2017,2104,1046
2017,2105,549
2017,2106,921
2017,2201,993
2017,2202,761
2017,2203,745
2017,2204,785
2017,2205,777
2017,2301,898
2017,2302,544
2017,2303,914
2017,2401,1019
2017,2402,1093
2017,2403,1037
2017,2404,837
2017,2405,364
2017,2406,648
2017,2407,331
2017,2501,1154
2017,2502,535
2017,2503,849
2017,2504,880
2017,2601,895
2017,2602,1118
2017,2701,576
2017,2702,778
2017,2703,1187
2017,2704,771
2017,2705,855
2017,2801,1013
2017,2802,798
2017,2803,1146
2017,2804,995
2017,2901,1229
2017,2902,668
2017,2903,808
2017,2904,1607
2017,3001,429
2017,3002,606
2017,3003,846
2017,3004,775
2017,3005,679
2017,3006,654
2017,3101,1052
2017,3102,451
2017,3103,830
2017,3104,763
2017,3105,599
2017,3201,526
2017,3202,833
2017,3203,704
2017,3204,1107
2017,3205,409
2017,3301,735
2017,3302,1045
2017,3303,652
2017,3304,962
2017,3305,1144
2017,3401,1079
2017,3402,458
2017,3403,1464
2017,3404,475
2017,3501,513
2017,3502,837
2017,3503,653
2017,3504,1367
2017,3601,937
2017,3602,897
2017,3603,1196
2017,3701,592
2017,3702,769
2017,3703,764
2017,3704,514
2017,3801,674
2017,3802,607
2017,3803,642
2017,3804,865
2017,3901,959
2017,3902,798
2017,3903,1126
2017,3904,847
2017,4001,704
2017,4002,1161
2017,4003,619
2017,4101,662
2017,4102,1504
2017,4103,538
2017,4201,789
2017,4202,538
2017,4203,722
2017,4204,534
2018,0101,749
2018,0102,553
2018,0103,690
2018,0104,544
2018,0201,558
2018,0202,793
2018,0203,873
2018,0204,772
2018,0205,732
2018,0206,860
2018,0207,492
2018,0208,836
2018,0301,1264
2018,0302,1268
2018,0303,933
2018,0304,995
2018,0401,1228
2018,0402,1311
2018,0403,691
2018,0404,1255
2018,0405,1318
2018,0501,999
2018,0502,831
2018,0503,722
2018,0504,671
2018,0601,1261
2018,0602,959
2018,0603,459
2018,0604,845
2018,0605,599
2018,0606,904
2018,0701,792
2018,0702,643
2018,0703,874
2018,0704,1115
2018,0705,1038
2018,0706,1540
2018,0707,649
2018,0708,960
2018,0801,920
2018,0802,627
2018,0803,1178
2018,0804,1402
2018,0805,777
2018,0806,1051
2018,0807,950
2018,0901,1242
2018,0902,792
2018,0903,942
2018,0904,890
2018,0905,602
2018,1001,601
2018,1002,976
2018,1003,1401
2018,1004,1224
2018,1005,841
2018,1006,1019
2018,1101,685
2018,1102,1424
2018,1103,1260
2018,1104,1055
2018,1201,846
2018,1202,1479
2018,1203,815
2018,1204,1103
2018,1205,674
2018,1206,879
2018,1301,945
2018,1302,1107
2018,1303,868
2018,1304,877
2018,1305,614
2018,1401,1075
2018,1402,573
2018,1403,598
2018,1404,666
2018,1501,1023
2018,1502,1170
2018,1503,1177
2018,1504,1029
2018,1601,718
2018,1602,1144
2018,1603,1492
2018,1701,861
2018,1702,581
2018,1703,583
2018,1704,931
2018,1705,1103
2018,1706,1043
2018,1801,698
2018,1802,600
2018,1803,422
2018,1804,739
2018,1805,963
2018,1806,521
2018,1807,875
2018,1808,1109
2018,1809,801
2018,1810,459
2018,1811,905
2018,1901,1036
2018,1902,502
2018,1903,444
2018,1904,854
2018,2001,946
2018,2002,498
2018,2003,808
2018,2004,1276
2018,2005,1041
2018,2006,1207
2018,2007,1084
2018,2008,530
2018,2101,1010
2018,2102,434
2018,2103,900
2018,2104,1050
2018,2105,524
2018,2106,953
2018,2201,1002
2018,2202,784
2018,2203,784
2018,2204,814
2018,2205,802
2018,2301,906
2018,2302,572
2018,2303,940
2018,2401,1128
2018,2402,1086
2018,2403,1071
2018,2404,942
2018,2405,530
2018,2406,641
2018,2407,423
2018,2501,1299
2018,2502,646
2018,2503,933
2018,2504,969
2018,2601,1017
2018,2602,1214
2018,2701,644
2018,2702,799
2018,2703,1266
2018,2704,841
2018,2705,903
2018,2801,1080
2018,2802,853
2018,2803,1223
2018,2804,1091
2018,2901,1254
2018,2902,697
2018,2903,895
2018,2904,1685
2018,3001,645
2018,3002,979
2018,3003,901
2018,3004,902
2018,3005,717
2018,3006,652
2018,3101,1169
2018,3102,602
2018,3103,916
2018,3104,824
2018,3105,675
2018,3201,557
2018,3202,835
2018,3203,770
2018,3204,1154
2018,3205,433
2018,3301,786
2018,3302,1062
2018,3303,672
2018,3304,987
2018,3305,1164
2018,3401,1090
2018,3402,529
2018,3403,1545
2018,3404,508
2018,3501,524
2018,3502,857
2018,3503,657
2018,3504,1410
2018,3601,964
2018,3602,979
2018,3603,1237
2018,3701,610
2018,3702,807
2018,3703,822
2018,3704,495
2018,3801,712
2018,3802,714
2018,3803,664
2018,3804,877
2018,3901,954
2018,3902,801
2018,3903,1155
2018,3904,885
2018,4001,790
2018,4002,1260
2018,4003,671
2018,4101,708
2018,4102,1548
2018,4103,555
2018,4201,818
2018,4202,542
2018,4203,730
2018,4204,572
2019,0101,783
2019,0102,570
2019,0103,714
2019,0104,547
2019,0201,560
2019,0202,825
2019,0203,885
2019,0204,776
2019,0205,724
2019,0206,876
2019,0207,516
2019,0208,901
2019,0301,1221
2019,0302,1303
2019,0303,938
2019,0304,1080
2019,0401,1269
2019,0402,1328
2019,0403,725
2019,0404,1282
2019,0405,1420
2019,0501,1071
2019,0502,858
2019,0503,707
2019,0504,686
2019,0601,1261
2019,0602,942
2019,0603,490
2019,0604,845
2019,0605,590
2019,0606,941
2019,0701,861
2019,0702,636
2019,0703,872
2019,0704,1122
2019,0705,1009
2019,0706,1515
2019,0707,672
2019,0708,994
2019,0801,908
2019,0802,635
2019,0803,1177
2019,0804,1429
2019,0805,771
2019,0806,1026
2019,0807,864
2019,0901,1212
2019,0902,783
2019,0903,942
2019,0904,876
2019,0905,624
2019,1001,631
2019,1002,968
2019,1003,1337
2019,1004,1203
2019,1005,833
2019,1006,1025
2019,1101,723
2019,1102,1418
2019,1103,1239
2019,1104,1065
2019,1201,834
2019,1202,1476
2019,1203,781
2019,1204,1095
2019,1205,683
2019,1206,823
2019,1301,910
2019,1302,1096
2019,1303,902
2019,1304,947
2019,1305,766
2019,1401,1105
2019,1402,622
2019,1403,632
2019,1404,682
2019,1501,1005
2019,1502,1139
2019,1503,1188
2019,1504,1000
2019,1601,736
2019,1602,1104
2019,1603,1514
2019,1701,878
2019,1702,575
2019,1703,569
2019,1704,930
2019,1705,1107
2019,1706,1014
2019,1801,718
2019,1802,594
2019,1803,710
2019,1804,725
2019,1805,949
2019,1806,529
2019,1807,906
2019,1808,1116
2019,1809,848
2019,1810,484
2019,1811,877
2019,1901,979
2019,1902,573
2019,1903,457
2019,1904,880
2019,2001,989
2019,2002,563
2019,2003,853
2019,2004,1275
2019,2005,1036
2019,2006,1240
2019,2007,1067
2019,2008,539
2019,2101,979
2019,2102,525
2019,2103,887
2019,2104,1064
2019,2105,529
2019,2106,976
2019,2201,1008
2019,2202,886
2019,2203,828
2019,2204,804
2019,2205,800
2019,2301,916
2019,2302,560
2019,2303,894
2019,2401,1147
2019,2402,1107
2019,2403,1056
2019,2404,1124
2019,2405,708
2019,2406,667
2019,2407,566
2019,2501,1309
2019,2502,695
2019,2503,983
2019,2504,978
2019,2601,999
2019,2602,1219
2019,2701,616
2019,2702,878
2019,2703,1296
2019,2704,885
2019,2705,996
2019,2801,1039
2019,2802,853
2019,2803,1249
2019,2804,1116
2019,2901,1241
2019,2902,736
2019,2903,999
2019,2904,1610
2019,3001,743
2019,3002,1190
2019,3003,950
2019,3004,1013
2019,3005,744
2019,3006,654
2019,3101,1144
2019,3102,672
2019,3103,937
2019,3104,842
2019,3105,663
2019,3201,570
2019,3202,853
2019,3203,753
2019,3204,1123
2019,3205,485
2019,3301,802
2019,3302,1063
2019,3303,690
2019,3304,995
2019,3305,1131
2019,3401,1088
2019,3402,530
2019,3403,1578
2019,3404,516
2019,3501,531
2019,3502,850
2019,3503,687
2019,3504,1426
2019,3601,959
2019,3602,987
2019,3603,1246
2019,3701,634
2019,3702,832
2019,3703,818
2019,3704,487
2019,3801,803
2019,3802,695
2019,3803,651
2019,3804,916
2019,3901,948
2019,3902,779
2019,3903,1143
2019,3904,894
2019,4001,594
2019,4002,1255
2019,4003,647
2019,4101,702
2019,4102,1585
2019,4103,568
2019,4201,792
2019,4202,566
2019,4203,776
2019,4204,559
2020,0101,754
2020,0102,560
2020,0103,691
2020,0104,503
2020,0201,556
2020,0202,820
2020,0203,877
2020,0204,736
2020,0205,704
2020,0206,858
2020,0207,496
2020,0208,910
2020,0301,1236
2020,0302,1319
2020,0303,939
2020,0304,1167
2020,0401,1253
2020,0402,1292
2020,0403,723
2020,0404,1192
2020,0405,1428
2020,0501,1087
2020,0502,850
2020,0503,694
2020,0504,674
2020,0601,1229
2020,0602,934
2020,0603,461
2020,0604,836
2020,0605,584
2020,0606,913
2020,0701,970
2020,0702,634
2020,0703,851
2020,0704,1104
2020,0705,989
2020,0706,1528
2020,0707,657
2020,0708,981
2020,0801,894
2020,0802,638
2020,0803,1123
2020,0804,1381
2020,0805,759
2020,0806,1006
2020,0807,859
2020,0901,1162
2020,0902,812
2020,0903,878
2020,0904,883
2020,0905,619
2020,1001,620
2020,1002,961
2020,1003,1324
2020,1004,1186
2020,1005,819
2020,1006,1010
2020,1101,790
2020,1102,1383
2020,1103,1164
2020,1104,1025
2020,1201,823
2020,1202,1403
2020,1203,864
2020,1204,1056
2020,1205,660
2020,1206,783
2020,1301,878
2020,1302,1050
2020,1303,882
2020,1304,1045
2020,1305,609
2020,1401,1085
2020,1402,639
2020,1403,612
2020,1404,680
2020,1501,977
2020,1502,1121
2020,1503,1138
2020,1504,988
2020,1601,702
2020,1602,1128
2020,1603,1468
2020,1701,847
2020,1702,587
2020,1703,580
2020,1704,921
2020,1705,1051
2020,1706,1019
2020,1801,725
2020,1802,616
2020,1803,894
2020,1804,710
2020,1805,954
2020,1806,481
2020,1807,903
2020,1808,1081
2020,1809,877
2020,1810,497
2020,1811,882
2020,1901,1011
2020,1902,612
2020,1903,418
2020,1904,863
2020,2001,965
2020,2002,513
2020,2003,865
2020,2004,1263
2020,2005,1021
2020,2006,1176
2020,2007,1011
2020,2008,496
2020,2101,1043
2020,2102,614
2020,2103,846
2020,2104,1040
2020,2105,512
2020,2106,942
2020,2201,1051
2020,2202,886
2020,2203,887
2020,2204,797
2020,2205,777
2020,2301,897
2020,2302,567
2020,2303,897
2020,2401,1103
2020,2402,1077
2020,2403,1033
2020,2404,1187
2020,2405,747
2020,2406,665
2020,2407,665
2020,2501,1331
2020,2502,682
2020,2503,992
2020,2504,962
2020,2601,986
2020,2602,1244
2020,2701,627
2020,2702,964
2020,2703,1275
2020,2704,884
2020,2705,1104
2020,2801,1033
2020,2802,844
2020,2803,1258
2020,2804,1136
2020,2901,1227
2020,2902,666
2020,2903,934
2020,2904,1566
2020,3001,723
2020,3002,875
2020,3003,934
2020,3004,1117
2020,3005,662
2020,3006,660
2020,3101,1100
2020,3102,681
2020,3103,869
2020,3104,811
2020,3105,655
2020,3201,533
2020,3202,826
2020,3203,717
2020,3204,1152
2020,3205,543
2020,3301,783
2020,3302,1076
2020,3303,642
2020,3304,968
2020,3305,1104
2020,3401,1068
2020,3402,520
2020,3403,1548
2020,3404,500
2020,3501,542
2020,3502,840
2020,3503,736
2020,3504,1423
2020,3601,895
2020,3602,969
2020,3603,1233
2020,3701,602
2020,3702,810
2020,3703,789
2020,3704,498
2020,3801,869
2020,3802,663
2020,3803,667
2020,3804,884
2020,3901,893
2020,3902,759
2020,3903,1095
2020,3904,886
2020,4001,624
2020,4002,1273
2020,4003,646
2020,4101,684
2020,4102,1599
2020,4103,585
2020,4201,795
2020,4202,550
2020,4203,769
2020,4204,533
2021,0101,689
2021,0102,504
2021,0103,607
2021,0104,489
2021,0201,518
2021,0202,823
2021,0203,774
2021,0204,680
2021,0205,621
2021,0206,838
2021,0207,434
2021,0208,804
2021,0301,1482
2021,0302,1166
2021,0303,974
2021,0304,1112
2021,0401,1154
2021,0402,1206
2021,0403,652
2021,0404,1093
2021,0405,1293
2021,0501,960
2021,0502,759
2021,0503,767
2021,0504,634
2021,0601,1161
2021,0602,891
2021,0603,424
2021,0604,828
2021,0605,532
2021,0606,802
2021,0701,1051
2021,0702,601
2021,0703,783
2021,0704,1035
2021,0705,961
2021,0706,1358
2021,0707,603
2021,0708,926
2021,0801,779
2021,0802,604
2021,0803,995
2021,0804,1295
2021,0805,724
2021,0806,904
2021,0807,765
2021,0901,1106
2021,0902,714
2021,0903,787
2021,0904,790
2021,0905,574
2021,1001,582
2021,1002,925
2021,1003,1217
2021,1004,1114
2021,1005,762
2021,1006,924
2021,1101,706
2021,1102,1279
2021,1103,1148
2021,1104,917
2021,1201,742
2021,1202,1262
2021,1203,828
2021,1204,955
2021,1205,620
2021,1206,735
2021,1301,795
2021,1302,963
2021,1303,848
2021,1304,1097
2021,1305,475
2021,1401,1036
2021,1402,655
2021,1403,571
2021,1404,633
2021,1501,900
2021,1502,991
2021,1503,1056
2021,1504,887
2021,1601,659
2021,1602,1045
2021,1603,1356
2021,1701,751
2021,1702,564
2021,1703,570
2021,1704,886
2021,1705,999
2021,1706,920
2021,1801,654
2021,1802,583
2021,1803,1205
2021,1804,676
2021,1805,935
2021,1806,456
2021,1807,828
2021,1808,1037
2021,1809,824
2021,1810,454
2021,1811,849
2021,1901,1034
2021,1902,557
2021,1903,382
2021,1904,790
2021,2001,880
2021,2002,482
2021,2003,824
2021,2004,1177
2021,2005,942
2021,2006,1062
2021,2007,966
2021,2008,408
2021,2101,1101
2021,2102,656
2021,2103,791
2021,2104,964
2021,2105,499
2021,2106,891
2021,2201,949
2021,2202,831
2021,2203,874
2021,2204,729
2021,2205,736
2021,2301,835
2021,2302,535
2021,2303,815
2021,2401,1039
2021,2402,1000
2021,2403,1069
2021,2404,1151
2021,2405,797
2021,2406,618
2021,2407,704
2021,2501,1149
2021,2502,473
2021,2503,835
2021,2504,949
2021,2601,998
2021,2602,1178
2021,2701,645
2021,2702,953
2021,2703,1232
2021,2704,836
2021,2705,1128
2021,2801,978
2021,2802,709
2021,2803,1208
2021,2804,1127
2021,2901,1122
2021,2902,572
2021,2903,747
2021,2904,1252
2021,3001,460
2021,3002,523
2021,3003,792
2021,3004,1131
2021,3005,594
2021,3006,545
2021,3101,984
2021,3102,606
2021,3103,777
2021,3104,737
2021,3105,630
2021,3201,502
2021,3202,797
2021,3203,668
2021,3204,1110
2021,3205,576
2021,3301,695
2021,3302,995
2021,3303,602
2021,3304,913
2021,3305,1044
2021,3401,1083
2021,3402,512
2021,3403,1478
2021,3404,496
2021,3501,509
2021,3502,834
2021,3503,724
2021,3504,1401
2021,3601,859
2021,3602,882
2021,3603,1227
2021,3701,582
2021,3702,788
2021,3703,738
2021,3704,482
2021,3801,983
2021,3802,649
2021,3803,634
2021,3804,850
2021,3901,875
2021,3902,727
2021,3903,1026
2021,3904,835
2021,4001,586
2021,4002,1149
2021,4003,558
2021,4101,694
2021,4102,1560
2021,4103,587
2021,4201,782
2021,4202,549
2021,4203,762
2021,4204,536
2022,0101,764
2022,0102,575
2022,0103,651
2022,0104,547
2022,0201,547
2022,0202,833
2022,0203,846
2022,0204,732
2022,0205,661
2022,0206,911
2022,0207,473
2022,0208,847
2022,0301,1926
2022,0302,1358
2022,0303,1149
2022,0304,1361
2022,0401,1258
2022,0402,1270
2022,0403,759
2022,0404,1226
2022,0405,1476
2022,0501,1138
2022,0502,831
2022,0503,892
2022,0504,696
2022,0601,1233
2022,0602,945
2022,0603,474
2022,0604,1010
2022,0605,583
2022,0606,848
2022,0701,1154
2022,0702,646
2022,0703,859
2022,0704,1110
2022,0705,1033
2022,0706,1484
2022,0707,630
2022,0708,1039
2022,0801,857
2022,0802,617
2022,0803,1091
2022,0804,1382
2022,0805,772
2022,0806,961
2022,0807,858
2022,0901,1163
2022,0902,790
2022,0903,889
2022,0904,855
2022,0905,642
2022,1001,592
2022,1002,998
2022,1003,1342
2022,1004,1232
2022,1005,785
2022,1006,999
2022,1101,803
2022,1102,1333
2022,1103,1137
2022,1104,967
2022,1201,812
2022,1202,1338
2022,1203,865
2022,1204,1003
2022,1205,634
2022,1206,763
2022,1301,837
2022,1302,1028
2022,1303,913
2022,1304,1327
2022,1305,524
2022,1401,1100
2022,1402,833
2022,1403,607
2022,1404,675
2022,1501,940
2022,1502,1058
2022,1503,1108
2022,1504,934
2022,1601,690
2022,1602,1128
2022,1603,1416
2022,1701,748
2022,1702,584
2022,1703,608
2022,1704,931
2022,1705,1042
2022,1706,955
2022,1801,684
2022,1802,582
2022,1803,1646
2022,1804,726
2022,1805,999
2022,1806,468
2022,1807,889
2022,1808,1110
2022,1809,859
2022,1810,485
2022,1811,875
2022,1901,1346
2022,1902,582
2022,1903,380
2022,1904,867
2022,2001,929
2022,2002,508
2022,2003,978
2022,2004,1217
2022,2005,1016
2022,2006,1124
2022,2007,1023
2022,2008,420
2022,2101,1182
2022,2102,757
2022,2103,813
2022,2104,1025
2022,2105,495
2022,2106,962
2022,2201,1016
2022,2202,863
2022,2203,931
2022,2204,756
2022,2205,803
2022,2301,886
2022,2302,552
2022,2303,893
2022,2401,1127
2022,2402,1052
2022,2403,1235
2022,2404,1241
2022,2405,831
2022,2406,660
2022,2407,794
2022,2501,1326
2022,2502,697
2022,2503,965
2022,2504,1010
2022,2601,1042
2022,2602,1205
2022,2701,732
2022,2702,1073
2022,2703,1285
2022,2704,867
2022,2705,1296
2022,2801,1067
2022,2802,825
2022,2803,1364
2022,2804,1225
2022,2901,1237
2022,2902,717
2022,2903,929
2022,2904,1472
2022,3001,679
2022,3002,847
2022,3003,944
2022,3004,1416
2022,3005,693
2022,3006,645
2022,3101,1100
2022,3102,688
2022,3103,903
2022,3104,833
2022,3105,676
2022,3201,528
2022,3202,831
2022,3203,667
2022,3204,1168
2022,3205,664
2022,3301,779
2022,3302,1075
2022,3303,641
2022,3304,931
2022,3305,1073
2022,3401,1129
2022,3402,553
2022,3403,1509
2022,3404,515
2022,3501,527
2022,3502,864
2022,3503,774
2022,3504,1381
2022,3601,874
2022,3602,916
2022,3603,1329
2022,3701,594
2022,3702,822
2022,3703,781
2022,3704,513
2022,3801,1265
2022,3802,694
2022,3803,649
2022,3804,885
2022,3901,913
2022,3902,760
2022,3903,1063
2022,3904,893
2022,4001,608
2022,4002,1254
2022,4003,637
2022,4101,712
2022,4102,1581
2022,4103,651
2022,4201,817
2022,4202,593
2022,4203,809
2022,4204,567
2023,0101,827
2023,0102,567
2023,0103,701
2023,0104,604
2023,0201,595
2023,0202,877
2023,0203,886
2023,0204,737
2023,0205,699
2023,0206,920
2023,0207,517
2023,0208,876
2023,0301,2145
2023,0302,1396
2023,0303,1358
2023,0304,1428
2023,0401,1328
2023,0402,1363
2023,0403,816
2023,0404,1384
2023,0405,1551
2023,0501,1147
2023,0502,834
2023,0503,959
2023,0504,700
2023,0601,1280
2023,0602,1012
2023,0603,484
2023,0604,1285
2023,0605,606
2023,0606,886
2023,0701,1254
2023,0702,644
2023,0703,869
2023,0704,1132
2023,0705,1087
2023,0706,1546
2023,0707,717
2023,0708,1093
2023,0801,912
2023,0802,672
2023,0803,1162
2023,0804,1472
2023,0805,762
2023,0806,1091
2023,0807,892
2023,0901,1192
2023,0902,803
2023,0903,915
2023,0904,871
2023,0905,679
2023,1001,614
2023,1002,1104
2023,1003,1396
2023,1004,1323
2023,1005,813
2023,1006,1026
2023,1101,940
2023,1102,1314
2023,1103,1163
2023,1104,955
2023,1201,902
2023,1202,1346
2023,1203,894
2023,1204,1052
2023,1205,617
2023,1206,766
2023,1301,844
2023,1302,1105
2023,1303,938
2023,1304,1496
2023,1305,563
2023,1401,1167
2023,1402,1034
2023,1403,720
2023,1404,689
2023,1501,944
2023,1502,1051
2023,1503,1153
2023,1504,999
2023,1601,703
2023,1602,1117
2023,1603,1444
2023,1701,770
2023,1702,583
2023,1703,621
2023,1704,957
2023,1705,1061
2023,1706,1010
2023,1801,686
2023,1802,600
2023,1803,1924
2023,1804,747
2023,1805,1041
2023,1806,497
2023,1807,894
2023,1808,1110
2023,1809,885
2023,1810,477
2023,1811,909
2023,1901,1530
2023,1902,577
2023,1903,366
2023,1904,897
2023,2001,967
2023,2002,615
2023,2003,985
2023,2004,1259
2023,2005,1085
2023,2006,1183
2023,2007,1047
2023,2008,431
2023,2101,1244
2023,2102,729
2023,2103,812
2023,2104,1037
2023,2105,552
2023,2106,981
2023,2201,1080
2023,2202,900
2023,2203,979
2023,2204,799
2023,2205,828
2023,2301,873
2023,2302,551
2023,2303,947
2023,2401,1288
2023,2402,1056
2023,2403,1242
2023,2404,1352
2023,2405,926
2023,2406,681
2023,2407,822
2023,2501,1380
2023,2502,787
2023,2503,1026
2023,2504,1093
2023,2601,1075
2023,2602,1242
2023,2701,812
2023,2702,1151
2023,2703,1304
2023,2704,916
2023,2705,1399
2023,2801,1111
2023,2802,874
2023,2803,1466
2023,2804,1311
2023,2901,1280
2023,2902,754
2023,2903,1059
2023,2904,1549
2023,3001,945
2023,3002,1202
2023,3003,1034
2023,3004,1688
2023,3005,713
2023,3006,689
2023,3101,1118
2023,3102,800
2023,3103,955
2023,3104,933
2023,3105,705
2023,3201,573
2023,3202,848
2023,3203,707
2023,3204,1129
2023,3205,741
2023,3301,849
2023,3302,1095
2023,3303,680
2023,3304,932
2023,3305,1072
2023,3401,1180
2023,3402,567
2023,3403,1527
2023,3404,534
2023,3501,559
2023,3502,861
2023,3503,762
2023,3504,1404
2023,3601,924
2023,3602,947
2023,3603,1451
2023,3701,613
2023,3702,845
2023,3703,815
2023,3704,513
2023,3801,1389
2023,3802,711
2023,3803,664
2023,3804,918
2023,3901,940
2023,3902,810
2023,3903,1100
2023,3904,903
2023,4001,580
2023,4002,1300
2023,4003,651
2023,4101,696
2023,4102,1664
2023,4103,671
2023,4201,840
2023,4202,580
2023,4203,814
2023,4204,611
2024,0101,836
2024,0102,597
2024,0103,697
2024,0104,661
2024,0201,590
2024,0202,897
2024,0203,985
2024,0204,756
2024,0205,730
2024,0206,961
2024,0207,516
2024,0208,881
2024,0301,2256
2024,0302,1433
2024,0303,1418
2024,0304,1445
2024,0401,1312
2024,0402,1358
2024,0403,826
2024,0404,1373
2024,0405,1485
2024,0501,1171
2024,0502,887
2024,0503,997
2024,0504,719
2024,0601,1328
2024,0602,994
2024,0603,490
2024,0604,1432
2024,0605,633
2024,0606,936
2024,0701,1328
2024,0702,647
2024,0703,909
2024,0704,1164
2024,0705,1073
2024,0706,1614
2024,0707,733
2024,0708,1126
2024,0801,933
2024,0802,692
2024,0803,1181
2024,0804,1508
2024,0805,785
2024,0806,1082
2024,0807,915
2024,0901,1257
2024,0902,842
2024,0903,928
2024,0904,873
2024,0905,679
2024,1001,647
2024,1002,1154
2024,1003,1352
2024,1004,1391
2024,1005,860
2024,1006,1042
2024,1101,992
2024,1102,1290
2024,1103,1163
2024,1104,983
2024,1201,1003
2024,1202,1311
2024,1203,896
2024,1204,1067
2024,1205,609
2024,1206,781
2024,1301,845
2024,1302,1110
2024,1303,976
2024,1304,1657
2024,1305,593
2024,1401,1384
2024,1402,1183
2024,1403,727
2024,1404,679
2024,1501,940
2024,1502,1027
2024,1503,1177
2024,1504,998
2024,1601,714
