ar,smasvaedi,kyn,aldursflokkur,fjoldi
2022,2705,2,80-84 ára,12
2024,3402,2,80-84 ára,11
2022,1001,2,80-84 ára,8
2024,2101,2,80-84 ára,48
2017,2202,1,80-84 ára,1
2008,3501,2,80-84 ára,14
2022,3403,1,80-84 ára,25
2019,0502,1,80-84 ára,4
2011,3205,2,80-84 ára,3
2015,4001,1,80-84 ára,15
2017,2203,1,80-84 ára,2
2024,2006,1,80-84 ára,14
2022,2402,1,80-84 ára,10
2023,0806,1,80-84 ára,38
2015,0202,2,80-84 ára,10
2019,1601,1,80-84 ára,8
2023,2405,1,80-84 ára,6
2024,1003,2,80-84 ára,17
2022,3104,2,80-84 ára,8
2020,0706,2,80-84 ára,11
2024,0503,1,80-84 ára,16
2022,2701,1,80-84 ára,12
2018,0103,1,80-84 ára,6
2024,4101,2,80-84 ára,20
2021,3503,2,80-84 ára,16
2021,1901,1,80-84 ára,19
2018,2601,1,80-84 ára,9
2019,3304,2,80-84 ára,13
2010,2205,1,80-84 ára,3
2008,3801,2,80-84 ára,4
2008,1206,2,80-84 ára,1
2020,0603,1,80-84 ára,4
2008,2102,1,80-84 ára,4
2017,2302,1,80-84 ára,17
2016,1810,1,80-84 ára,5
2021,3304,1,80-84 ára,18
2011,1902,2,80-84 ára,6
2024,2005,1,80-84 ára,15
2018,3005,1,80-84 ára,4
2021,0504,1,80-84 ára,6
2011,3501,2,80-84 ára,13
2014,4204,2,80-84 ára,8
2014,2903,1,80-84 ára,30
2023,2001,1,80-84 ára,15
2019,0903,2,80-84 ára,3
2010,4101,1,80-84 ára,28
2013,3901,1,80-84 ára,16
2010,1005,1,80-84 ára,6
2009,0702,1,80-84 ára,10
2020,2004,1,80-84 ára,13
2011,1805,2,80-84 ára,32
2011,0905,2,80-84 ára,8
2008,2303,1,80-84 ára,13
2009,3704,1,80-84 ára,6
2014,0604,1,80-84 ára,10
2008,0405,2,80-84 ára,19
2010,0601,1,80-84 ára,24
2017,2903,2,80-84 ára,29
2008,3504,1,80-84 ára,22
2014,1102,2,80-84 ára,15
2013,3304,1,80-84 ára,12
2021,0304,1,80-84 ára,25
2014,2904,1,80-84 ára,17
2014,0805,2,80-84 ára,16
2014,3701,1,80-84 ára,16
2023,0601,1,80-84 ára,35
2020,2008,1,80-84 ára,3
2015,1904,1,80-84 ára,15
2015,3003,1,80-84 ára,15
2023,2504,2,80-84 ára,19
2011,3403,2,80-84 ára,34
2020,3103,2,80-84 ára,8
2015,0502,2,80-84 ára,12
2023,3004,2,80-84 ára,4
2009,0207,1,80-84 ára,9
2024,4003,1,80-84 ára,17
2011,4103,2,80-84 ára,6
2024,3501,2,80-84 ára,15
2019,2804,1,80-84 ára,15
2017,3501,2,80-84 ára,19
2012,0708,1,80-84 ára,15
2012,1603,2,80-84 ára,4
2022,0502,2,80-84 ára,2
2021,2406,2,80-84 ára,10
2021,0803,1,80-84 ára,8
2020,2302,2,80-84 ára,14
2008,1903,2,80-84 ára,22
2023,3601,2,80-84 ára,34
2011,2302,1,80-84 ára,12
2015,3301,2,80-84 ára,13
2013,2007,2,80-84 ára,13
2018,2601,2,80-84 ára,16
2017,0902,2,80-84 ára,40
2014,0208,2,80-84 ára,32
2020,3003,1,80-84 ára,5
2013,1204,1,80-84 ára,4
2017,0405,2,80-84 ára,7
2022,2104,1,80-84 ára,5
2013,0205,2,80-84 ára,10
2023,1404,2,80-84 ára,7
2016,2406,2,80-84 ára,6
2017,3402,2,80-84 ára,15
2017,2205,2,80-84 ára,6
2022,3301,1,80-84 ára,10
2020,0103,2,80-84 ára,6
2009,2205,1,80-84 ára,1
2016,1804,2,80-84 ára,12
2016,3104,1,80-84 ára,10
2018,0205,1,80-84 ára,2
2017,1702,1,80-84 ára,32
2008,1103,2,80-84 ára,10
2015,2705,2,80-84 ára,17
2017,3901,1,80-84 ára,18
2008,1701,2,80-84 ára,5
2011,3203,2,80-84 ára,16
2023,1904,2,80-84 ára,9
2017,0905,1,80-84 ára,10
2009,4201,2,80-84 ára,25
2023,0701,1,80-84 ára,83
2024,0302,2,80-84 ára,13
2018,3204,2,80-84 ára,27
2013,0502,2,80-84 ára,12
2024,0805,1,80-84 ára,10
2013,2303,2,80-84 ára,24
2019,0104,2,80-84 ára,4
2014,2205,2,80-84 ára,6
2008,1805,2,80-84 ára,10
2014,0901,1,80-84 ára,8
2021,2402,2,80-84 ára,9
2010,1705,1,80-84 ára,2
2009,1001,1,80-84 ára,1
2020,1903,1,80-84 ára,28
2022,3203,1,80-84 ára,18
2008,3503,2,80-84 ára,11
2013,3003,1,80-84 ára,14
2022,2602,1,80-84 ára,28
2008,4202,2,80-84 ára,9
2008,0807,2,80-84 ára,18
2015,3203,2,80-84 ára,26
2016,3701,1,80-84 ára,15
2017,4201,1,80-84 ára,13
2022,0803,2,80-84 ára,14
2022,0101,2,80-84 ára,6
2016,4102,1,80-84 ára,18
2019,2705,2,80-84 ára,13
2010,0902,2,80-84 ára,40
2023,0403,2,80-84 ára,8
2017,0705,2,80-84 ára,19
2018,0204,2,80-84 ára,8
2012,2105,2,80-84 ára,43
2015,3904,2,80-84 ára,21
2010,1702,2,80-84 ára,79
2022,2401,1,80-84 ára,14
2019,2402,2,80-84 ára,5
2011,0201,2,80-84 ára,19
2016,0605,2,80-84 ára,44
2011,1502,1,80-84 ára,14
2023,1103,2,80-84 ára,21
2014,3703,2,80-84 ára,21
2013,3601,2,80-84 ára,38
2010,1203,2,80-84 ára,3
2012,2401,2,80-84 ára,4
2020,2301,2,80-84 ára,3
2010,0303,1,80-84 ára,13
2012,1101,1,80-84 ára,1
2018,0905,1,80-84 ára,10
2008,1808,1,80-84 ára,6
2011,2002,1,80-84 ára,17
2008,2101,2,80-84 ára,47
2008,2003,2,80-84 ára,3
2019,2803,2,80-84 ára,35
2022,1503,1,80-84 ára,3
2023,0103,2,80-84 ára,7
2008,1704,2,80-84 ára,36
2014,1205,2,80-84 ára,8
2012,2203,2,80-84 ára,1
2008,3003,2,80-84 ára,4
2021,0207,2,80-84 ára,9
2008,3502,2,80-84 ára,23
2010,1601,2,80-84 ára,2
2013,2902,2,80-84 ára,10
2009,3005,2,80-84 ára,1
2017,1102,2,80-84 ára,12
2014,3803,1,80-84 ára,6
2018,3703,2,80-84 ára,28
2012,2702,2,80-84 ára,28
2019,1501,2,80-84 ára,5
2024,0601,1,80-84 ára,32
2022,0707,2,80-84 ára,11
2008,0901,2,80-84 ára,20
2019,2301,2,80-84 ára,5
2024,0203,2,80-84 ára,7
2008,2702,1,80-84 ára,18
2010,2501,2,80-84 ára,21
2009,2501,1,80-84 ára,21
2018,2602,2,80-84 ára,21
2009,1701,2,80-84 ára,5
2016,2007,2,80-84 ára,11
2010,0205,1,80-84 ára,3
2008,1401,1,80-84 ára,2
2008,1503,1,80-84 ára,11
2023,3203,1,80-84 ára,25
2011,3201,2,80-84 ára,3
2017,0404,2,80-84 ára,28
2009,0806,2,80-84 ára,18
2020,4003,2,80-84 ára,13
2023,1704,1,80-84 ára,27
2017,1809,1,80-84 ára,4
2012,3006,2,80-84 ára,19
2012,0205,2,80-84 ára,10
2024,1002,2,80-84 ára,10
2013,0102,1,80-84 ára,16
2017,2402,2,80-84 ára,6
2024,2602,2,80-84 ára,37
2023,3704,2,80-84 ára,5
2021,3305,2,80-84 ára,33
2021,1103,1,80-84 ára,9
2012,2003,2,80-84 ára,8
2022,1704,1,80-84 ára,27
2021,0804,1,80-84 ára,11
2011,2904,2,80-84 ára,9
2019,2901,2,80-84 ára,8
2008,0102,1,80-84 ára,17
2008,4103,1,80-84 ára,16
2023,1201,2,80-84 ára,37
2017,1403,1,80-84 ára,1
2020,2503,1,80-84 ára,27
2024,1102,1,80-84 ára,21
2021,1705,2,80-84 ára,14
2020,2201,1,80-84 ára,33
2008,2401,2,80-84 ára,6
2023,2407,1,80-84 ára,2
2015,3502,1,80-84 ára,31
2009,0401,2,80-84 ára,13
2021,1102,1,80-84 ára,10
2015,0302,1,80-84 ára,13
2015,3104,2,80-84 ára,7
2008,1202,1,80-84 ára,6
2020,3704,2,80-84 ára,8
2022,2203,1,80-84 ára,2
2020,3602,1,80-84 ára,23
2020,2001,1,80-84 ára,16
2024,3205,1,80-84 ára,9
2019,3201,1,80-84 ára,4
2016,2503,1,80-84 ára,16
2013,0503,1,80-84 ára,26
2016,1204,1,80-84 ára,14
2015,1004,2,80-84 ára,13
2011,1809,1,80-84 ára,5
2015,0104,2,80-84 ára,4
2014,1809,1,80-84 ára,3
2021,0503,1,80-84 ára,11
2012,3603,1,80-84 ára,23
2019,1103,1,80-84 ára,11
2014,3502,1,80-84 ára,26
2010,2204,2,80-84 ára,1
2015,3403,1,80-84 ára,30
2012,2103,2,80-84 ára,14
2012,1302,1,80-84 ára,10
2018,0401,2,80-84 ára,15
2009,2601,2,80-84 ára,11
2021,0502,2,80-84 ára,3
2018,2006,1,80-84 ára,5
2015,1901,1,80-84 ára,22
2024,0706,1,80-84 ára,14
2010,3006,2,80-84 ára,15
2009,2903,2,80-84 ára,45
2011,4101,2,80-84 ára,24
2017,1803,2,80-84 ára,4
2011,2403,2,80-84 ára,17
2011,1003,2,80-84 ára,7
2017,0801,1,80-84 ára,20
2008,3804,2,80-84 ára,40
2022,2003,2,80-84 ára,23
2010,2904,2,80-84 ára,7
2024,1903,1,80-84 ára,26
2018,0402,1,80-84 ára,10
2011,2803,1,80-84 ára,30
2010,3404,2,80-84 ára,10
2023,2105,2,80-84 ára,30
2024,3303,2,80-84 ára,15
2011,0903,2,80-84 ára,2
2012,1001,2,80-84 ára,4
2015,1805,2,80-84 ára,51
2020,2003,1,80-84 ára,17
2009,2702,2,80-84 ára,23
2023,1001,1,80-84 ára,9
2024,2705,2,80-84 ára,14
2024,0802,2,80-84 ára,18
2020,1002,1,80-84 ára,4
2018,2102,2,80-84 ára,7
2021,0601,1,80-84 ára,33
2019,0207,2,80-84 ára,6
2008,2402,2,80-84 ára,1
2022,3303,1,80-84 ára,21
2008,3304,2,80-84 ára,9
2024,2302,1,80-84 ára,24
2023,3404,2,80-84 ára,7
2009,1101,2,80-84 ára,2
2009,0101,2,80-84 ára,13
2012,0706,1,80-84 ára,21
2016,1811,2,80-84 ára,12
2010,2502,1,80-84 ára,26
2022,0902,2,80-84 ára,36
2023,2602,1,80-84 ára,38
2018,3305,2,80-84 ára,29
2018,2102,1,80-84 ára,5
2013,1803,1,80-84 ára,4
2021,0503,2,80-84 ára,25
2021,0502,1,80-84 ára,2
2019,1104,2,80-84 ára,19
2014,2006,2,80-84 ára,10
2015,1802,1,80-84 ára,5
2016,4002,2,80-84 ára,30
2024,1206,1,80-84 ára,8
2019,1701,2,80-84 ára,16
2017,3904,1,80-84 ára,21
2013,0802,1,80-84 ára,6
2011,1501,1,80-84 ára,10
2016,0903,2,80-84 ára,3
2021,0203,1,80-84 ára,4
2023,1811,1,80-84 ára,5
2012,3702,2,80-84 ára,23
2021,1504,2,80-84 ára,15
2018,0706,1,80-84 ára,6
2021,0603,1,80-84 ára,6
2016,0101,2,80-84 ára,5
2016,1301,2,80-84 ára,12
2019,0101,1,80-84 ára,3
2024,3005,2,80-84 ára,7
2009,0805,1,80-84 ára,10
2015,1902,1,80-84 ára,9
2016,1802,2,80-84 ára,15
2021,2901,1,80-84 ára,12
2019,1004,2,80-84 ára,11
2018,0206,1,80-84 ára,9
2019,0905,2,80-84 ára,10
2008,3902,2,80-84 ára,1
2014,0404,1,80-84 ára,16
2019,3006,2,80-84 ára,33
2020,0707,2,80-84 ára,13
2018,2705,1,80-84 ára,18
2019,4003,2,80-84 ára,12
2021,0806,2,80-84 ára,23
2019,0905,1,80-84 ára,11
2015,1701,2,80-84 ára,7
2012,3205,1,80-84 ára,2
2021,3101,2,80-84 ára,11
2020,1302,1,80-84 ára,5
2023,0603,2,80-84 ára,6
2021,3101,1,80-84 ára,14
2022,2902,1,80-84 ára,15
2022,2106,2,80-84 ára,32
2018,2501,1,80-84 ára,20
2018,1801,2,80-84 ára,17
2014,0705,1,80-84 ára,20
2024,1705,1,80-84 ára,25
2020,2503,2,80-84 ára,22
2024,1603,1,80-84 ára,8
2017,0806,1,80-84 ára,10
2013,3602,2,80-84 ára,18
2014,1201,1,80-84 ára,13
2016,2101,2,80-84 ára,42
2023,3702,1,80-84 ára,9
2013,0204,1,80-84 ára,7
2020,0702,2,80-84 ára,18
2021,1808,2,80-84 ára,32
2016,0705,1,80-84 ára,22
2019,1803,1,80-84 ára,3
2024,0207,2,80-84 ára,7
2016,0404,1,80-84 ára,19
2018,0603,1,80-84 ára,4
2016,0806,1,80-84 ára,13
2022,1810,1,80-84 ára,12
2011,4103,1,80-84 ára,15
2019,1904,2,80-84 ára,19
2010,2001,2,80-84 ára,43
2012,1305,2,80-84 ára,4
2015,2103,2,80-84 ára,12
2008,3202,1,80-84 ára,12
2012,2504,2,80-84 ára,17
2012,1901,2,80-84 ára,19
2013,2402,2,80-84 ára,6
2014,2602,1,80-84 ára,18
2012,3003,2,80-84 ára,9
2022,4202,1,80-84 ára,5
2012,0904,1,80-84 ára,9
2010,3302,1,80-84 ára,17
2014,4203,1,80-84 ára,9
2012,0703,2,80-84 ára,29
2010,3501,2,80-84 ára,13
2013,2801,1,80-84 ára,23
2015,2004,2,80-84 ára,19
2017,1704,1,80-84 ára,23
2020,0804,2,80-84 ára,18
2010,2003,1,80-84 ára,4
2009,4202,2,80-84 ára,10
2009,0606,2,80-84 ára,23
2010,0602,2,80-84 ára,29
2017,1204,1,80-84 ára,13
2021,2801,1,80-84 ára,14
2015,1504,1,80-84 ára,5
2022,3802,1,80-84 ára,11
2017,3502,2,80-84 ára,22
2016,3201,1,80-84 ára,3
2013,1101,1,80-84 ára,3
2016,1801,1,80-84 ára,18
2011,3804,2,80-84 ára,50
2014,2002,2,80-84 ára,29
2023,0503,1,80-84 ára,17
2011,1004,2,80-84 ára,14
2021,1003,2,80-84 ára,11
2022,1810,2,80-84 ára,13
2024,2703,1,80-84 ára,20
2019,3201,2,80-84 ára,4
2018,1206,2,80-84 ára,3
2021,4101,2,80-84 ára,19
2017,3201,1,80-84 ára,3
2022,1811,2,80-84 ára,5
2013,1002,2,80-84 ára,2
2010,0204,1,80-84 ára,6
2022,1003,1,80-84 ára,16
2021,3603,2,80-84 ára,19
2014,3802,2,80-84 ára,2
2017,1810,1,80-84 ára,4
2019,1305,2,80-84 ára,2
2012,2402,2,80-84 ára,4
2015,2102,2,80-84 ára,6
2015,2001,1,80-84 ára,28
2014,3301,1,80-84 ára,9
2023,0103,1,80-84 ára,5
2024,2004,1,80-84 ára,14
2016,1004,1,80-84 ára,2
2015,1202,2,80-84 ára,4
2022,0404,1,80-84 ára,26
2016,2303,2,80-84 ára,32
2016,4101,2,80-84 ára,30
2014,2004,1,80-84 ára,14
2014,0606,2,80-84 ára,19
2022,1901,1,80-84 ára,17
2012,2904,1,80-84 ára,16
2009,2104,2,80-84 ára,5
2022,0806,1,80-84 ára,34
2018,2202,1,80-84 ára,3
2022,2404,2,80-84 ára,9
2022,2601,2,80-84 ára,24
2010,0504,1,80-84 ára,13
2022,1802,2,80-84 ára,10
2010,1305,2,80-84 ára,1
2017,0403,1,80-84 ára,9
2013,4101,1,80-84 ára,29
2009,1104,1,80-84 ára,14
2024,0304,1,80-84 ára,35
2010,0904,1,80-84 ára,6
2010,0804,1,80-84 ára,21
2009,2002,2,80-84 ára,35
2010,2007,1,80-84 ára,4
2010,0706,1,80-84 ára,15
2014,2003,1,80-84 ára,9
2020,0703,1,80-84 ára,10
2009,0703,2,80-84 ára,41
2010,1003,1,80-84 ára,5
2018,0704,1,80-84 ára,13
2016,2406,1,80-84 ára,4
2020,2602,2,80-84 ára,21
2024,2801,1,80-84 ára,27
2019,3801,1,80-84 ára,16
2020,0701,2,80-84 ára,89
2018,2008,2,80-84 ára,4
2015,2703,1,80-84 ára,22
2023,0203,1,80-84 ára,3
2016,3202,1,80-84 ára,14
2016,1202,2,80-84 ára,7
2020,0903,2,80-84 ára,1
2021,1206,1,80-84 ára,10
2016,2205,2,80-84 ára,5
2023,4201,1,80-84 ára,17
2015,2205,2,80-84 ára,5
2024,0904,1,80-84 ára,12
2022,1702,1,80-84 ára,32
2016,1601,1,80-84 ára,2
2015,2003,2,80-84 ára,13
2015,3303,1,80-84 ára,23
2018,2106,1,80-84 ára,20
2013,3005,1,80-84 ára,7
2019,0604,2,80-84 ára,6
2015,0303,2,80-84 ára,13
2020,2105,2,80-84 ára,39
2009,0301,1,80-84 ára,11
2017,2106,1,80-84 ára,22
2020,2403,2,80-84 ára,30
2015,3802,1,80-84 ára,4
2010,0905,2,80-84 ára,7
2017,2804,1,80-84 ára,15
2024,2301,1,80-84 ára,15
2024,2302,2,80-84 ára,27
2012,2503,1,80-84 ára,21
2012,1502,1,80-84 ára,15
2015,0504,2,80-84 ára,19
2019,2101,1,80-84 ára,24
2014,1301,2,80-84 ára,7
2017,3103,2,80-84 ára,5
2017,2501,2,80-84 ára,22
2023,0802,1,80-84 ára,7
2009,3502,2,80-84 ára,27
2018,0804,1,80-84 ára,19
2017,4202,2,80-84 ára,12
2013,0804,2,80-84 ára,31
2021,4202,1,80-84 ára,10
2021,2803,2,80-84 ára,38
2022,2202,1,80-84 ára,3
2024,0303,2,80-84 ára,8
2010,1202,1,80-84 ára,6
2014,4201,1,80-84 ára,15
2020,3804,2,80-84 ára,30
2013,3501,2,80-84 ára,13
2019,3503,2,80-84 ára,18
2009,0504,1,80-84 ára,13
2015,1503,2,80-84 ára,11
2013,3001,2,80-84 ára,1
2012,1701,1,80-84 ára,6
2024,1303,2,80-84 ára,13
2022,3801,2,80-84 ára,19
2013,3603,2,80-84 ára,16
2020,4103,1,80-84 ára,15
2014,1807,1,80-84 ára,3
2020,3701,2,80-84 ára,15
2012,0401,1,80-84 ára,14
2024,2801,2,80-84 ára,15
2008,1701,1,80-84 ára,3
2017,2201,2,80-84 ára,37
2022,0705,1,80-84 ára,24
2020,4102,1,80-84 ára,22
2015,0901,1,80-84 ára,14
2019,0704,1,80-84 ára,12
2021,2504,1,80-84 ára,21
2015,2104,2,80-84 ára,17
2016,2303,1,80-84 ára,8
2008,1809,1,80-84 ára,2
2010,0806,2,80-84 ára,18
2021,2503,1,80-84 ára,25
2021,2701,1,80-84 ára,11
2021,1807,1,80-84 ára,9
2021,2802,1,80-84 ára,11
2017,3202,2,80-84 ára,15
2008,2504,2,80-84 ára,9
2009,0708,1,80-84 ára,18
2017,3301,1,80-84 ára,13
2013,3202,2,80-84 ára,18
2013,2802,1,80-84 ára,9
2014,0706,2,80-84 ára,17
2020,2201,2,80-84 ára,33
2008,1902,2,80-84 ára,8
2019,3603,1,80-84 ára,20
2023,3204,1,80-84 ára,26
2008,2804,2,80-84 ára,5
2018,2002,2,80-84 ára,21
2008,0605,1,80-84 ára,59
2021,3801,1,80-84 ára,22
2008,4001,2,80-84 ára,14
2019,2502,2,80-84 ára,13
2011,1205,1,80-84 ára,9
2008,2001,2,80-84 ára,30
2008,0204,2,80-84 ára,12
2008,2904,2,80-84 ára,12
2009,3903,1,80-84 ára,8
2008,0708,1,80-84 ára,21
2014,4201,2,80-84 ára,12
2019,3704,1,80-84 ára,9
2010,1602,1,80-84 ára,1
2018,3303,2,80-84 ára,16
2014,2503,1,80-84 ára,29
2010,3304,2,80-84 ára,6
2014,0904,2,80-84 ára,6
2010,3504,2,80-84 ára,37
2014,3702,2,80-84 ára,19
2015,0904,1,80-84 ára,2
2024,2602,1,80-84 ára,33
2024,3003,1,80-84 ára,8
2015,0701,2,80-84 ára,119
2013,1501,2,80-84 ára,13
2016,3305,1,80-84 ára,27
2024,3202,2,80-84 ára,25
2010,2602,1,80-84 ára,19
2010,1706,2,80-84 ára,12
2023,0901,2,80-84 ára,21
2020,3903,1,80-84 ára,13
2019,2008,2,80-84 ára,4
2021,0707,2,80-84 ára,13
2015,0503,2,80-84 ára,39
2021,0707,1,80-84 ára,6
2011,0206,2,80-84 ára,15
2023,3603,1,80-84 ára,23
2015,3504,2,80-84 ára,27
2011,3301,1,80-84 ára,10
2024,1305,1,80-84 ára,6
2016,2405,2,80-84 ára,1
2022,2303,2,80-84 ára,15
2015,3204,2,80-84 ára,32
2015,0704,2,80-84 ára,40
2018,1705,1,80-84 ára,12
2013,0207,2,80-84 ára,15
2010,0605,2,80-84 ára,86
2018,1304,2,80-84 ára,4
2012,1303,1,80-84 ára,10
2014,3802,1,80-84 ára,3
2013,1806,1,80-84 ára,9
2012,3501,2,80-84 ára,10
2012,1809,1,80-84 ára,4
2015,2503,1,80-84 ára,20
2022,0701,2,80-84 ára,91
2014,0802,1,80-84 ára,9
2018,0402,2,80-84 ára,16
2015,2106,1,80-84 ára,13
2022,2103,2,80-84 ára,25
2012,1202,1,80-84 ára,11
2021,2904,1,80-84 ára,15
2013,2601,2,80-84 ára,26
2013,2005,1,80-84 ára,12
2012,0601,2,80-84 ára,53
2014,3105,2,80-84 ára,6
2012,2001,1,80-84 ára,18
2016,2602,1,80-84 ára,27
2016,4204,1,80-84 ára,8
2024,2007,1,80-84 ára,6
2024,0208,2,80-84 ára,36
2020,1004,1,80-84 ára,11
2010,1808,1,80-84 ára,13
2008,1811,1,80-84 ára,2
2012,2105,1,80-84 ára,21
2023,3001,1,80-84 ára,1
2021,1104,2,80-84 ára,18
2022,1803,2,80-84 ára,4
2009,1203,2,80-84 ára,3
2012,2301,2,80-84 ára,14
2019,1901,2,80-84 ára,17
2019,0208,2,80-84 ára,32
2010,2002,2,80-84 ára,35
2016,1503,1,80-84 ára,12
2012,3201,1,80-84 ára,5
2016,1810,2,80-84 ára,2
2020,3902,1,80-84 ára,9
2016,0302,1,80-84 ára,10
2013,3701,2,80-84 ára,36
2020,0302,1,80-84 ára,12
2012,3703,1,80-84 ára,32
2021,0705,1,80-84 ára,23
2024,4204,1,80-84 ára,13
2024,0405,1,80-84 ára,17
2014,0403,1,80-84 ára,10
2021,3303,1,80-84 ára,21
2024,2303,2,80-84 ára,17
2020,0102,2,80-84 ára,21
2014,0206,2,80-84 ára,15
2019,0703,1,80-84 ára,11
2015,0203,1,80-84 ára,7
2017,0801,2,80-84 ára,21
2012,3005,2,80-84 ára,8
2017,2007,1,80-84 ára,8
2015,1811,2,80-84 ára,11
2021,0802,2,80-84 ára,16
2013,2302,2,80-84 ára,22
2018,3602,2,80-84 ára,29
2024,1104,2,80-84 ára,13
2011,2406,1,80-84 ára,3
2011,2401,1,80-84 ára,3
2015,3304,1,80-84 ára,15
2021,0404,1,80-84 ára,16
2021,0903,2,80-84 ára,5
2009,2901,2,80-84 ára,8
2016,2407,1,80-84 ára,1
2022,1902,2,80-84 ára,5
2022,3601,1,80-84 ára,38
2017,3703,1,80-84 ára,22
2023,1005,1,80-84 ára,7
2024,0303,1,80-84 ára,9
2020,2406,2,80-84 ára,10
2017,0701,1,80-84 ára,65
2023,1504,2,80-84 ára,13
2018,2201,1,80-84 ára,26
2011,3402,2,80-84 ára,16
2020,1404,1,80-84 ára,9
2013,3003,2,80-84 ára,10
2019,3903,1,80-84 ára,7
2011,1806,1,80-84 ára,15
2024,4203,1,80-84 ára,10
2022,0602,1,80-84 ára,7
2016,1603,1,80-84 ára,4
2008,1702,2,80-84 ára,81
2020,4201,2,80-84 ára,18
2020,2007,2,80-84 ára,12
2023,4204,1,80-84 ára,11
2021,3104,1,80-84 ára,11
2014,2502,1,80-84 ára,11
2018,3203,2,80-84 ára,30
2019,0206,1,80-84 ára,8
2018,2703,1,80-84 ára,20
2013,0902,2,80-84 ára,41
2016,1807,1,80-84 ára,4
2021,0702,2,80-84 ára,19
2015,3305,2,80-84 ára,29
2018,1301,2,80-84 ára,13
2011,0603,1,80-84 ára,8
2015,0706,1,80-84 ára,19
2019,0504,1,80-84 ára,9
2008,1005,1,80-84 ára,3
2016,3103,2,80-84 ára,7
2009,2008,1,80-84 ára,2
2024,3704,2,80-84 ára,8
2021,1202,2,80-84 ára,5
2019,2401,1,80-84 ára,13
2024,1801,1,80-84 ára,22
2024,1503,1,80-84 ára,6
2009,2204,2,80-84 ára,2
2012,1903,2,80-84 ára,29
2022,2004,2,80-84 ára,13
2013,0703,2,80-84 ára,26
2016,1301,1,80-84 ára,7
2009,4002,1,80-84 ára,22
2018,2602,1,80-84 ára,28
2012,3802,2,80-84 ára,1
2022,0503,1,80-84 ára,14
2008,3204,2,80-84 ára,31
2023,3104,2,80-84 ára,7
2009,1504,1,80-84 ára,14
2017,1809,2,80-84 ára,8
2018,0602,2,80-84 ára,15
2009,3402,1,80-84 ára,7
2010,3502,2,80-84 ára,29
2009,0201,2,80-84 ára,21
2012,0901,1,80-84 ára,7
2022,3006,1,80-84 ára,21
2010,1501,1,80-84 ára,13
2019,1802,2,80-84 ára,14
2010,0302,2,80-84 ára,27
2017,4203,1,80-84 ára,3
2010,0207,2,80-84 ára,16
2021,1502,2,80-84 ára,23
2020,4101,2,80-84 ára,21
2018,3803,1,80-84 ára,9
2019,1802,1,80-84 ára,8
2009,1904,2,80-84 ára,14
2015,0606,2,80-84 ára,19
2019,0403,2,80-84 ára,10
2012,3803,1,80-84 ára,11
2024,0502,2,80-84 ára,2
2011,0803,1,80-84 ára,7
2018,3601,2,80-84 ára,38
2012,1811,2,80-84 ára,3
2022,3901,2,80-84 ára,17
2019,1702,1,80-84 ára,36
2019,1206,1,80-84 ára,7
2019,3802,2,80-84 ára,7
2018,0206,2,80-84 ára,6
2013,1603,2,80-84 ára,4
2022,1206,2,80-84 ára,3
2015,1204,1,80-84 ára,12
2012,4003,2,80-84 ára,28
2021,3802,1,80-84 ára,9
2009,0503,2,80-84 ára,41
2013,2903,2,80-84 ára,38
2009,0705,2,80-84 ára,21
2020,3501,1,80-84 ára,11
2020,2804,1,80-84 ára,17
2015,1304,2,80-84 ára,1
2008,2501,2,80-84 ára,23
2017,4002,2,80-84 ára,29
2017,2204,2,80-84 ára,7
2023,0401,1,80-84 ára,9
2019,4101,2,80-84 ára,25
2008,2204,1,80-84 ára,1
2009,1004,1,80-84 ára,11
2008,2803,1,80-84 ára,31
2021,2303,2,80-84 ára,16
2009,2502,1,80-84 ára,24
2023,0502,2,80-84 ára,1
2018,1602,2,80-84 ára,6
2013,0302,1,80-84 ára,14
2010,0807,2,80-84 ára,16
2022,1202,1,80-84 ára,7
2012,1003,1,80-84 ára,5
2024,0302,1,80-84 ára,12
2011,0708,1,80-84 ára,19
2022,0301,1,80-84 ára,12
2024,0803,2,80-84 ára,21
2020,1104,2,80-84 ára,19
2021,1903,1,80-84 ára,32
2024,3005,1,80-84 ára,11
2024,2003,1,80-84 ára,26
2011,1205,2,80-84 ára,7
2018,2101,1,80-84 ára,26
2015,0606,1,80-84 ára,12
2024,2002,1,80-84 ára,9
2018,1701,2,80-84 ára,13
2008,2705,2,80-84 ára,14
2019,4203,2,80-84 ára,7
2020,4204,2,80-84 ára,10
2013,1602,1,80-84 ára,3
2014,1206,2,80-84 ára,3
2011,3004,2,80-84 ára,3
2021,2202,1,80-84 ára,2
2013,0903,2,80-84 ára,2
2010,1705,2,80-84 ára,4
2023,1303,2,80-84 ára,12
2017,4204,2,80-84 ára,10
2009,3504,2,80-84 ára,34
2023,3802,2,80-84 ára,10
2020,0905,1,80-84 ára,7
2011,4204,1,80-84 ára,15
2021,3302,1,80-84 ára,25
2019,0806,2,80-84 ára,22
2022,0304,1,80-84 ára,33
2012,0702,2,80-84 ára,15
2019,1805,1,80-84 ára,47
2022,0501,1,80-84 ára,52
2017,1902,2,80-84 ára,3
2014,0603,2,80-84 ára,6
2014,0901,2,80-84 ára,24
2015,3103,1,80-84 ára,6
2017,2403,2,80-84 ára,31
2011,1601,2,80-84 ára,2
