smasvaedi,staerdarflokkur,fjherb,svfnr,framvinda,Fjöldi
198.0,6.0,5.0,1300.0,Ófullbúið,10.0
198.0,6.0,5.0,1300.0,Fullbúið,97.0
198.0,6.0,6.0,1300.0,Ófullbúið,10.0
198.0,6.0,6.0,1300.0,Fullbúið,81.0
198.0,6.0,7.0,1300.0,Fullbúið,35.0
198.0,6.0,7.0,1300.0,Ófullbúið,9.0
198.0,6.0,8.0,1300.0,Ófullbúið,2.0
198.0,6.0,8.0,1300.0,Fullbúið,18.0
198.0,6.0,9.0,1300.0,Fullbúið,11.0
198.0,6.0,10.0,1300.0,Fullbúið,4.0
199.0,2.0,0.0,1300.0,Fullbúið,1.0
199.0,2.0,2.0,1300.0,Fullbúið,6.0
199.0,2.0,3.0,1300.0,Fullbúið,1.0
199.0,3.0,2.0,1300.0,Fullbúið,1.0
199.0,3.0,3.0,1300.0,Fullbúið,4.0
199.0,4.0,2.0,1300.0,Fullbúið,1.0
199.0,4.0,3.0,1300.0,Fullbúið,16.0
199.0,4.0,4.0,1300.0,Fullbúið,4.0
199.0,5.0,3.0,1300.0,Fullbúið,27.0
199.0,5.0,4.0,1300.0,Fullbúið,6.0
199.0,5.0,5.0,1300.0,Fullbúið,7.0
199.0,5.0,6.0,1300.0,Fullbúið,6.0
199.0,5.0,7.0,1300.0,Fullbúið,2.0
199.0,6.0,2.0,1300.0,Fullbúið,1.0
199.0,6.0,3.0,1300.0,Fullbúið,2.0
199.0,6.0,4.0,1300.0,Fullbúið,8.0
199.0,6.0,5.0,1300.0,Fullbúið,30.0
199.0,6.0,6.0,1300.0,Fullbúið,45.0
199.0,6.0,7.0,1300.0,Fullbúið,45.0
199.0,6.0,8.0,1300.0,Fullbúið,33.0
199.0,6.0,8.0,1300.0,Ófullbúið,1.0
199.0,6.0,9.0,1300.0,Fullbúið,27.0
199.0,6.0,9.0,1300.0,Ófullbúið,2.0
199.0,6.0,10.0,1300.0,Fullbúið,21.0
199.0,6.0,11.0,1300.0,Fullbúið,3.0
199.0,6.0,12.0,1300.0,Fullbúið,4.0
200.0,2.0,1.0,1300.0,Fullbúið,6.0
200.0,2.0,2.0,1300.0,Ófullbúið,2.0
200.0,2.0,2.0,1300.0,Fullbúið,20.0
200.0,2.0,3.0,1300.0,Fullbúið,21.0
200.0,2.0,3.0,1300.0,Ófullbúið,1.0
200.0,2.0,4.0,1300.0,Fullbúið,1.0
200.0,3.0,0.0,1300.0,Fullbúið,1.0
200.0,3.0,1.0,1300.0,Fullbúið,8.0
200.0,3.0,2.0,1300.0,Fullbúið,121.0
200.0,3.0,2.0,1300.0,Ófullbúið,1.0
200.0,3.0,3.0,1300.0,Fullbúið,148.0
200.0,3.0,3.0,1300.0,Ófullbúið,17.0
200.0,3.0,4.0,1300.0,Fullbúið,29.0
200.0,3.0,4.0,1300.0,Ófullbúið,16.0
200.0,3.0,5.0,1300.0,Fullbúið,1.0
200.0,4.0,1.0,1300.0,Fullbúið,7.0
200.0,4.0,2.0,1300.0,Fullbúið,38.0
200.0,4.0,3.0,1300.0,Ófullbúið,2.0
200.0,4.0,3.0,1300.0,Fullbúið,252.0
200.0,4.0,4.0,1300.0,Fullbúið,142.0
200.0,4.0,4.0,1300.0,Ófullbúið,9.0
200.0,4.0,5.0,1300.0,Fullbúið,26.0
200.0,4.0,5.0,1300.0,Ófullbúið,9.0
200.0,5.0,1.0,1300.0,Fullbúið,2.0
200.0,5.0,2.0,1300.0,Fullbúið,11.0
200.0,5.0,3.0,1300.0,Fullbúið,162.0
200.0,5.0,4.0,1300.0,Fullbúið,136.0
200.0,5.0,5.0,1300.0,Fullbúið,47.0
200.0,5.0,5.0,1300.0,Ófullbúið,1.0
200.0,5.0,6.0,1300.0,Fullbúið,13.0
200.0,5.0,8.0,1300.0,Fullbúið,1.0
200.0,6.0,3.0,1300.0,Fullbúið,5.0
200.0,6.0,4.0,1300.0,Fullbúið,20.0
200.0,6.0,5.0,1300.0,Fullbúið,13.0
200.0,6.0,6.0,1300.0,Fullbúið,12.0
200.0,6.0,7.0,1300.0,Fullbúið,10.0
200.0,6.0,8.0,1300.0,Fullbúið,5.0
200.0,6.0,9.0,1300.0,Fullbúið,1.0
202.0,1.0,0.0,0.0,Fullbúið,1.0
202.0,1.0,1.0,0.0,Fullbúið,2.0
202.0,1.0,2.0,0.0,Fullbúið,9.0
202.0,1.0,3.0,0.0,Fullbúið,2.0
202.0,2.0,1.0,0.0,Fullbúið,1.0
202.0,2.0,2.0,0.0,Fullbúið,26.0
202.0,2.0,3.0,0.0,Fullbúið,22.0
202.0,2.0,4.0,0.0,Fullbúið,2.0
202.0,3.0,1.0,0.0,Fullbúið,1.0
202.0,3.0,2.0,0.0,Fullbúið,10.0
202.0,3.0,3.0,0.0,Fullbúið,42.0
202.0,3.0,4.0,0.0,Fullbúið,23.0
202.0,3.0,5.0,0.0,Fullbúið,1.0
202.0,4.0,0.0,0.0,Fullbúið,1.0
202.0,4.0,2.0,0.0,Fullbúið,2.0
202.0,4.0,3.0,0.0,Fullbúið,8.0
202.0,4.0,4.0,0.0,Fullbúið,20.0
202.0,4.0,5.0,0.0,Fullbúið,11.0
202.0,4.0,6.0,0.0,Fullbúið,3.0
202.0,4.0,7.0,0.0,Fullbúið,3.0
202.0,5.0,2.0,0.0,Fullbúið,1.0
202.0,5.0,3.0,0.0,Fullbúið,7.0
202.0,5.0,4.0,0.0,Fullbúið,13.0
202.0,5.0,5.0,0.0,Fullbúið,18.0
202.0,5.0,6.0,0.0,Fullbúið,15.0
202.0,5.0,7.0,0.0,Fullbúið,6.0
202.0,5.0,8.0,0.0,Fullbúið,1.0
202.0,5.0,9.0,0.0,Fullbúið,2.0
202.0,6.0,0.0,0.0,Fullbúið,3.0
202.0,6.0,3.0,0.0,Fullbúið,1.0
202.0,6.0,4.0,0.0,Fullbúið,16.0
202.0,6.0,5.0,0.0,Fullbúið,10.0
202.0,6.0,6.0,0.0,Fullbúið,19.0
202.0,6.0,7.0,0.0,Fullbúið,36.0
202.0,6.0,8.0,0.0,Fullbúið,15.0
202.0,6.0,9.0,0.0,Fullbúið,14.0
202.0,6.0,10.0,0.0,Fullbúið,2.0
202.0,6.0,11.0,0.0,Fullbúið,3.0
202.0,6.0,12.0,0.0,Fullbúið,1.0
202.0,6.0,15.0,0.0,Fullbúið,1.0
204.0,1.0,1.0,0.0,Fullbúið,28.0
204.0,1.0,2.0,0.0,Fullbúið,16.0
204.0,1.0,3.0,0.0,Fullbúið,1.0
204.0,1.0,5.0,0.0,Fullbúið,1.0
204.0,2.0,2.0,0.0,Fullbúið,62.0
204.0,2.0,3.0,0.0,Fullbúið,6.0
204.0,3.0,2.0,0.0,Fullbúið,7.0
204.0,3.0,3.0,0.0,Fullbúið,22.0
204.0,3.0,4.0,0.0,Fullbúið,115.0
204.0,3.0,5.0,0.0,Fullbúið,5.0
204.0,3.0,12.0,0.0,Fullbúið,1.0
204.0,4.0,3.0,0.0,Fullbúið,4.0
204.0,4.0,4.0,0.0,Fullbúið,36.0
204.0,4.0,5.0,0.0,Fullbúið,15.0
204.0,4.0,6.0,0.0,Fullbúið,8.0
204.0,5.0,0.0,0.0,Fullbúið,4.0
204.0,5.0,2.0,0.0,Fullbúið,1.0
204.0,5.0,3.0,0.0,Fullbúið,3.0
204.0,5.0,4.0,0.0,Fullbúið,9.0
204.0,5.0,5.0,0.0,Fullbúið,25.0
204.0,5.0,6.0,0.0,Fullbúið,17.0
204.0,5.0,7.0,0.0,Fullbúið,6.0
204.0,5.0,8.0,0.0,Fullbúið,1.0
204.0,6.0,0.0,0.0,Fullbúið,16.0
204.0,6.0,4.0,0.0,Fullbúið,13.0
204.0,6.0,5.0,0.0,Fullbúið,51.0
204.0,6.0,6.0,0.0,Fullbúið,87.0
204.0,6.0,7.0,0.0,Ófullbúið,1.0
204.0,6.0,7.0,0.0,Fullbúið,82.0
204.0,6.0,8.0,0.0,Fullbúið,37.0
204.0,6.0,9.0,0.0,Fullbúið,21.0
204.0,6.0,10.0,0.0,Fullbúið,3.0
204.0,6.0,11.0,0.0,Fullbúið,2.0
204.0,6.0,12.0,0.0,Fullbúið,2.0
204.0,6.0,17.0,0.0,Fullbúið,1.0
204.0,6.0,32.0,0.0,Ófullbúið,1.0
