smasvaedi,staerdarflokkur,fjherb,svfnr,framvinda,Fjöldi
178.0,4.0,4.0,0.0,Fullbúið,44.0
178.0,4.0,5.0,0.0,Fullbúið,18.0
178.0,4.0,6.0,0.0,Fullbúið,1.0
178.0,5.0,0.0,0.0,Fullbúið,1.0
178.0,5.0,2.0,0.0,Fullbúið,2.0
178.0,5.0,4.0,0.0,Fullbúið,16.0
178.0,5.0,5.0,0.0,Fullbúið,14.0
178.0,5.0,6.0,0.0,Fullbúið,8.0
178.0,5.0,7.0,0.0,Fullbúið,1.0
178.0,5.0,8.0,0.0,Fullbúið,1.0
178.0,6.0,3.0,0.0,Fullbúið,2.0
178.0,6.0,4.0,0.0,Fullbúið,5.0
178.0,6.0,5.0,0.0,Fullbúið,13.0
178.0,6.0,6.0,0.0,Fullbúið,34.0
178.0,6.0,7.0,0.0,Fullbúið,33.0
178.0,6.0,8.0,0.0,Fullbúið,25.0
178.0,6.0,9.0,0.0,Fullbúið,11.0
178.0,6.0,10.0,0.0,Fullbúið,7.0
178.0,6.0,11.0,0.0,Fullbúið,2.0
179.0,1.0,0.0,1604.0,Fullbúið,1.0
179.0,1.0,1.0,1604.0,Fullbúið,4.0
179.0,1.0,2.0,1604.0,Fullbúið,3.0
179.0,2.0,1.0,1604.0,Fullbúið,1.0
179.0,2.0,2.0,1604.0,Fullbúið,20.0
179.0,2.0,3.0,1604.0,Fullbúið,6.0
179.0,3.0,2.0,1604.0,Fullbúið,8.0
179.0,3.0,3.0,1604.0,Fullbúið,40.0
179.0,3.0,4.0,1604.0,Fullbúið,21.0
179.0,3.0,5.0,1604.0,Fullbúið,1.0
179.0,4.0,3.0,1604.0,Fullbúið,5.0
179.0,4.0,4.0,1604.0,Fullbúið,13.0
179.0,4.0,5.0,1604.0,Fullbúið,6.0
179.0,5.0,3.0,1604.0,Fullbúið,6.0
179.0,5.0,4.0,1604.0,Fullbúið,44.0
179.0,5.0,5.0,1604.0,Fullbúið,82.0
179.0,5.0,6.0,1604.0,Fullbúið,42.0
179.0,5.0,7.0,1604.0,Fullbúið,9.0
179.0,5.0,8.0,1604.0,Fullbúið,1.0
179.0,6.0,3.0,1604.0,Fullbúið,1.0
179.0,6.0,4.0,1604.0,Fullbúið,10.0
179.0,6.0,5.0,1604.0,Fullbúið,22.0
179.0,6.0,6.0,1604.0,Fullbúið,29.0
179.0,6.0,7.0,1604.0,Fullbúið,15.0
179.0,6.0,8.0,1604.0,Fullbúið,15.0
179.0,6.0,9.0,1604.0,Fullbúið,4.0
179.0,6.0,10.0,1604.0,Fullbúið,2.0
179.0,6.0,13.0,1604.0,Fullbúið,1.0
179.0,6.0,25.0,1604.0,Fullbúið,1.0
180.0,2.0,2.0,1604.0,Fullbúið,3.0
180.0,2.0,2.0,1604.0,Ófullbúið,1.0
180.0,2.0,3.0,1604.0,Fullbúið,1.0
180.0,4.0,3.0,1604.0,Fullbúið,16.0
180.0,4.0,4.0,1604.0,Fullbúið,20.0
180.0,5.0,1.0,1604.0,Fullbúið,1.0
180.0,5.0,3.0,1604.0,Fullbúið,1.0
180.0,5.0,4.0,1604.0,Fullbúið,85.0
180.0,5.0,5.0,1604.0,Fullbúið,20.0
180.0,5.0,6.0,1604.0,Fullbúið,1.0
180.0,6.0,3.0,1604.0,Fullbúið,3.0
180.0,6.0,4.0,1604.0,Fullbúið,41.0
180.0,6.0,5.0,1604.0,Ófullbúið,3.0
180.0,6.0,5.0,1604.0,Fullbúið,120.0
180.0,6.0,6.0,1604.0,Ófullbúið,1.0
180.0,6.0,6.0,1604.0,Fullbúið,64.0
180.0,6.0,7.0,1604.0,Fullbúið,24.0
180.0,6.0,8.0,1604.0,Fullbúið,6.0
180.0,6.0,9.0,1604.0,Fullbúið,4.0
180.0,6.0,9.0,1604.0,Ófullbúið,1.0
181.0,1.0,0.0,1604.0,Ófullbúið,1.0
181.0,1.0,0.0,1604.0,Fullbúið,2.0
181.0,1.0,1.0,1604.0,Fullbúið,1.0
181.0,2.0,2.0,1604.0,Fullbúið,72.0
181.0,2.0,2.0,1604.0,Ófullbúið,19.0
181.0,2.0,3.0,1604.0,Fullbúið,27.0
181.0,3.0,1.0,1604.0,Fullbúið,2.0
181.0,3.0,2.0,1604.0,Fullbúið,14.0
181.0,3.0,3.0,1604.0,Fullbúið,48.0
181.0,3.0,3.0,1604.0,Ófullbúið,12.0
181.0,3.0,4.0,1604.0,Fullbúið,18.0
181.0,4.0,1.0,1604.0,Fullbúið,1.0
181.0,4.0,2.0,1604.0,Fullbúið,2.0
181.0,4.0,3.0,1604.0,Fullbúið,137.0
181.0,4.0,4.0,1604.0,Fullbúið,115.0
181.0,4.0,5.0,1604.0,Fullbúið,13.0
181.0,5.0,2.0,1604.0,Fullbúið,2.0
181.0,5.0,3.0,1604.0,Fullbúið,37.0
181.0,5.0,4.0,1604.0,Fullbúið,118.0
181.0,5.0,4.0,1604.0,Ófullbúið,4.0
181.0,5.0,5.0,1604.0,Fullbúið,71.0
181.0,5.0,6.0,1604.0,Fullbúið,20.0
181.0,5.0,7.0,1604.0,Fullbúið,6.0
181.0,5.0,10.0,1604.0,Fullbúið,1.0
181.0,6.0,0.0,1604.0,Fullbúið,3.0
181.0,6.0,1.0,1604.0,Fullbúið,1.0
181.0,6.0,3.0,1604.0,Fullbúið,2.0
181.0,6.0,4.0,1604.0,Fullbúið,24.0
181.0,6.0,4.0,1604.0,Ófullbúið,1.0
181.0,6.0,5.0,1604.0,Fullbúið,57.0
181.0,6.0,5.0,1604.0,Ófullbúið,5.0
181.0,6.0,6.0,1604.0,Ófullbúið,1.0
181.0,6.0,6.0,1604.0,Fullbúið,65.0
181.0,6.0,7.0,1604.0,Fullbúið,21.0
181.0,6.0,8.0,1604.0,Fullbúið,9.0
181.0,6.0,8.0,1604.0,Ófullbúið,2.0
181.0,6.0,9.0,1604.0,Fullbúið,5.0
181.0,6.0,9.0,1604.0,Ófullbúið,1.0
181.0,6.0,10.0,1604.0,Fullbúið,1.0
182.0,2.0,2.0,1604.0,Ófullbúið,5.0
182.0,2.0,2.0,1604.0,Fullbúið,53.0
182.0,2.0,3.0,1604.0,Fullbúið,16.0
182.0,3.0,1.0,1604.0,Fullbúið,1.0
182.0,3.0,2.0,1604.0,Fullbúið,19.0
182.0,3.0,3.0,1604.0,Fullbúið,41.0
182.0,3.0,4.0,1604.0,Fullbúið,28.0
182.0,4.0,0.0,1604.0,Fullbúið,1.0
182.0,4.0,1.0,1604.0,Fullbúið,1.0
182.0,4.0,2.0,1604.0,Fullbúið,1.0
182.0,4.0,3.0,1604.0,Fullbúið,63.0
182.0,4.0,4.0,1604.0,Fullbúið,114.0
182.0,4.0,5.0,1604.0,Fullbúið,2.0
182.0,5.0,3.0,1604.0,Fullbúið,7.0
182.0,5.0,4.0,1604.0,Fullbúið,66.0
182.0,5.0,5.0,1604.0,Fullbúið,49.0
182.0,5.0,6.0,1604.0,Fullbúið,4.0
182.0,5.0,7.0,1604.0,Fullbúið,1.0
182.0,6.0,3.0,1604.0,Fullbúið,4.0
182.0,6.0,4.0,1604.0,Fullbúið,11.0
182.0,6.0,5.0,1604.0,Fullbúið,26.0
182.0,6.0,6.0,1604.0,Fullbúið,25.0
182.0,6.0,7.0,1604.0,Fullbúið,18.0
182.0,6.0,8.0,1604.0,Fullbúið,12.0
182.0,6.0,9.0,1604.0,Ófullbúið,1.0
182.0,6.0,9.0,1604.0,Fullbúið,9.0
182.0,6.0,10.0,1604.0,Fullbúið,1.0
182.0,6.0,11.0,1604.0,Fullbúið,1.0
183.0,1.0,2.0,0.0,Fullbúið,4.0
183.0,2.0,2.0,0.0,Fullbúið,50.0
183.0,2.0,3.0,0.0,Fullbúið,2.0
183.0,3.0,2.0,0.0,Fullbúið,64.0
183.0,3.0,3.0,0.0,Fullbúið,180.0
183.0,3.0,4.0,0.0,Fullbúið,1.0
183.0,3.0,5.0,0.0,Fullbúið,1.0
183.0,4.0,2.0,0.0,Fullbúið,10.0
183.0,4.0,3.0,0.0,Fullbúið,92.0
183.0,4.0,4.0,0.0,Fullbúið,135.0
183.0,4.0,5.0,0.0,Fullbúið,6.0
183.0,5.0,2.0,0.0,Fullbúið,1.0
183.0,5.0,3.0,0.0,Fullbúið,6.0
183.0,5.0,4.0,0.0,Fullbúið,150.0
183.0,5.0,5.0,0.0,Fullbúið,63.0
183.0,5.0,6.0,0.0,Fullbúið,2.0
183.0,5.0,7.0,0.0,Fullbúið,9.0
183.0,5.0,8.0,0.0,Fullbúið,1.0
183.0,6.0,4.0,0.0,Fullbúið,5.0
183.0,6.0,5.0,0.0,Fullbúið,11.0
183.0,6.0,6.0,0.0,Fullbúið,19.0
183.0,6.0,7.0,0.0,Fullbúið,22.0
183.0,6.0,8.0,0.0,Fullbúið,4.0
183.0,6.0,9.0,0.0,Fullbúið,1.0
183.0,6.0,11.0,0.0,Fullbúið,1.0
184.0,2.0,0.0,0.0,Fullbúið,5.0
184.0,2.0,2.0,0.0,Fullbúið,18.0
184.0,3.0,0.0,0.0,Fullbúið,1.0
184.0,3.0,2.0,0.0,Fullbúið,17.0
184.0,3.0,3.0,0.0,Fullbúið,67.0
184.0,3.0,4.0,0.0,Fullbúið,2.0
184.0,4.0,0.0,0.0,Fullbúið,4.0
184.0,4.0,2.0,0.0,Fullbúið,1.0
184.0,4.0,3.0,0.0,Fullbúið,59.0
184.0,4.0,4.0,0.0,Fullbúið,55.0
184.0,4.0,5.0,0.0,Fullbúið,4.0
184.0,4.0,6.0,0.0,Fullbúið,1.0
184.0,5.0,3.0,0.0,Fullbúið,1.0
184.0,5.0,4.0,0.0,Fullbúið,51.0
184.0,5.0,5.0,0.0,Fullbúið,32.0
184.0,5.0,7.0,0.0,Fullbúið,1.0
184.0,6.0,2.0,0.0,Fullbúið,1.0
184.0,6.0,4.0,0.0,Fullbúið,24.0
184.0,6.0,5.0,0.0,Fullbúið,58.0
184.0,6.0,5.0,0.0,Ófullbúið,1.0
184.0,6.0,6.0,0.0,Fullbúið,17.0
184.0,6.0,7.0,0.0,Fullbúið,10.0
184.0,6.0,9.0,0.0,Fullbúið,1.0
184.0,6.0,13.0,0.0,Fullbúið,1.0
185.0,2.0,0.0,0.0,Fullbúið,1.0
185.0,2.0,2.0,0.0,Fullbúið,25.0
185.0,2.0,3.0,0.0,Fullbúið,40.0
185.0,3.0,2.0,0.0,Fullbúið,14.0
185.0,3.0,3.0,0.0,Fullbúið,47.0
185.0,3.0,4.0,0.0,Fullbúið,58.0
185.0,3.0,5.0,0.0,Fullbúið,1.0
185.0,4.0,2.0,0.0,Fullbúið,3.0
185.0,4.0,3.0,0.0,Fullbúið,28.0
185.0,4.0,4.0,0.0,Fullbúið,67.0
185.0,4.0,5.0,0.0,Fullbúið,49.0
185.0,4.0,6.0,0.0,Fullbúið,13.0
185.0,5.0,3.0,0.0,Fullbúið,6.0
185.0,5.0,4.0,0.0,Fullbúið,30.0
185.0,5.0,5.0,0.0,Fullbúið,58.0
185.0,5.0,6.0,0.0,Fullbúið,44.0
185.0,5.0,7.0,0.0,Fullbúið,16.0
185.0,6.0,0.0,0.0,Fullbúið,1.0
185.0,6.0,3.0,0.0,Fullbúið,1.0
185.0,6.0,4.0,0.0,Fullbúið,17.0
185.0,6.0,5.0,0.0,Fullbúið,86.0
185.0,6.0,6.0,0.0,Fullbúið,133.0
185.0,6.0,7.0,0.0,Fullbúið,71.0
185.0,6.0,8.0,0.0,Fullbúið,24.0
185.0,6.0,9.0,0.0,Fullbúið,15.0
185.0,6.0,10.0,0.0,Fullbúið,4.0
185.0,6.0,11.0,0.0,Fullbúið,4.0
186.0,1.0,0.0,0.0,Fullbúið,14.0
186.0,1.0,1.0,0.0,Ófullbúið,9.0
186.0,1.0,1.0,0.0,Fullbúið,7.0
186.0,1.0,2.0,0.0,Fullbúið,14.0
186.0,2.0,0.0,0.0,Fullbúið,21.0
186.0,2.0,1.0,0.0,Fullbúið,18.0
186.0,2.0,2.0,0.0,Fullbúið,151.0
186.0,2.0,2.0,0.0,Ófullbúið,72.0
186.0,2.0,3.0,0.0,Fullbúið,23.0
186.0,3.0,0.0,0.0,Fullbúið,7.0
186.0,3.0,2.0,0.0,Fullbúið,63.0
186.0,3.0,2.0,0.0,Ófullbúið,26.0
186.0,3.0,3.0,0.0,Ófullbúið,69.0
186.0,3.0,3.0,0.0,Fullbúið,133.0
186.0,3.0,4.0,0.0,Fullbúið,35.0
186.0,3.0,4.0,0.0,Ófullbúið,15.0
186.0,4.0,0.0,0.0,Fullbúið,13.0
186.0,4.0,2.0,0.0,Ófullbúið,1.0
186.0,4.0,2.0,0.0,Fullbúið,6.0
186.0,4.0,3.0,0.0,Ófullbúið,33.0
186.0,4.0,3.0,0.0,Fullbúið,110.0
186.0,4.0,4.0,0.0,Ófullbúið,11.0
186.0,4.0,4.0,0.0,Fullbúið,78.0
186.0,4.0,5.0,0.0,Ófullbúið,1.0
186.0,4.0,5.0,0.0,Fullbúið,13.0
186.0,4.0,6.0,0.0,Fullbúið,1.0
186.0,5.0,0.0,0.0,Fullbúið,4.0
186.0,5.0,1.0,0.0,Ófullbúið,1.0
186.0,5.0,1.0,0.0,Fullbúið,2.0
186.0,5.0,2.0,0.0,Fullbúið,1.0
186.0,5.0,3.0,0.0,Fullbúið,18.0
186.0,5.0,3.0,0.0,Ófullbúið,6.0
186.0,5.0,4.0,0.0,Fullbúið,48.0
186.0,5.0,4.0,0.0,Ófullbúið,19.0
186.0,5.0,5.0,0.0,Fullbúið,16.0
186.0,5.0,5.0,0.0,Ófullbúið,3.0
186.0,5.0,6.0,0.0,Fullbúið,11.0
186.0,5.0,7.0,0.0,Fullbúið,2.0
186.0,6.0,4.0,0.0,Fullbúið,2.0
186.0,6.0,4.0,0.0,Ófullbúið,3.0
186.0,6.0,5.0,0.0,Fullbúið,13.0
186.0,6.0,5.0,0.0,Ófullbúið,2.0
186.0,6.0,6.0,0.0,Fullbúið,18.0
186.0,6.0,7.0,0.0,Fullbúið,4.0
186.0,6.0,8.0,0.0,Fullbúið,2.0
186.0,6.0,9.0,0.0,Fullbúið,1.0
192.0,1.0,0.0,0.0,Fullbúið,19.0
192.0,1.0,1.0,0.0,Fullbúið,16.0
192.0,1.0,2.0,0.0,Fullbúið,26.0
192.0,1.0,2.0,0.0,Ófullbúið,4.0
192.0,2.0,1.0,0.0,Fullbúið,1.0
192.0,2.0,2.0,0.0,Ófullbúið,35.0
192.0,2.0,2.0,0.0,Fullbúið,171.0
192.0,2.0,3.0,0.0,Fullbúið,38.0
192.0,2.0,3.0,0.0,Ófullbúið,1.0
192.0,3.0,0.0,0.0,Ófullbúið,1.0
192.0,3.0,2.0,0.0,Fullbúið,51.0
192.0,3.0,3.0,0.0,Fullbúið,176.0
192.0,3.0,3.0,0.0,Ófullbúið,30.0
192.0,3.0,4.0,0.0,Fullbúið,40.0
192.0,3.0,4.0,0.0,Ófullbúið,1.0
192.0,4.0,2.0,0.0,Fullbúið,2.0
192.0,4.0,3.0,0.0,Ófullbúið,1.0
192.0,4.0,3.0,0.0,Fullbúið,78.0
192.0,4.0,4.0,0.0,Ófullbúið,10.0
192.0,4.0,4.0,0.0,Fullbúið,142.0
192.0,4.0,5.0,0.0,Fullbúið,26.0
192.0,4.0,5.0,0.0,Ófullbúið,2.0
192.0,5.0,3.0,0.0,Fullbúið,14.0
192.0,5.0,3.0,0.0,Ófullbúið,1.0
192.0,5.0,4.0,0.0,Fullbúið,87.0
192.0,5.0,5.0,0.0,Ófullbúið,2.0
192.0,5.0,5.0,0.0,Fullbúið,48.0
192.0,5.0,6.0,0.0,Fullbúið,7.0
192.0,5.0,7.0,0.0,Fullbúið,1.0
192.0,6.0,3.0,0.0,Fullbúið,2.0
192.0,6.0,4.0,0.0,Fullbúið,30.0
192.0,6.0,4.0,0.0,Ófullbúið,4.0
192.0,6.0,5.0,0.0,Ófullbúið,4.0
192.0,6.0,5.0,0.0,Fullbúið,130.0
192.0,6.0,6.0,0.0,Fullbúið,94.0
192.0,6.0,6.0,0.0,Ófullbúið,15.0
192.0,6.0,7.0,0.0,Fullbúið,28.0
192.0,6.0,7.0,0.0,Ófullbúið,3.0
192.0,6.0,8.0,0.0,Fullbúið,5.0
192.0,6.0,8.0,0.0,Ófullbúið,2.0
192.0,6.0,9.0,0.0,Ófullbúið,4.0
192.0,6.0,9.0,0.0,Fullbúið,1.0
193.0,1.0,0.0,0.0,Fullbúið,10.0
193.0,1.0,2.0,0.0,Fullbúið,2.0
193.0,1.0,3.0,0.0,Fullbúið,1.0
193.0,1.0,4.0,0.0,Fullbúið,4.0
193.0,1.0,5.0,0.0,Fullbúið,3.0
193.0,2.0,0.0,0.0,Fullbúið,2.0
193.0,2.0,1.0,0.0,Fullbúið,8.0
193.0,2.0,2.0,0.0,Fullbúið,14.0
193.0,2.0,3.0,0.0,Fullbúið,22.0
193.0,3.0,1.0,0.0,Fullbúið,1.0
193.0,3.0,2.0,0.0,Fullbúið,3.0
193.0,3.0,3.0,0.0,Fullbúið,25.0
193.0,3.0,4.0,0.0,Fullbúið,6.0
193.0,3.0,5.0,0.0,Fullbúið,2.0
193.0,4.0,0.0,0.0,Ófullbúið,1.0
193.0,4.0,0.0,0.0,Fullbúið,1.0
193.0,4.0,3.0,0.0,Fullbúið,5.0
193.0,4.0,4.0,0.0,Fullbúið,17.0
193.0,4.0,5.0,0.0,Fullbúið,2.0
193.0,4.0,6.0,0.0,Fullbúið,1.0
193.0,5.0,2.0,0.0,Fullbúið,1.0
193.0,5.0,3.0,0.0,Fullbúið,1.0
193.0,5.0,4.0,0.0,Fullbúið,31.0
193.0,5.0,5.0,0.0,Fullbúið,36.0
193.0,5.0,6.0,0.0,Fullbúið,19.0
193.0,5.0,7.0,0.0,Fullbúið,4.0
193.0,5.0,8.0,0.0,Fullbúið,4.0
193.0,6.0,0.0,0.0,Fullbúið,2.0
193.0,6.0,1.0,0.0,Fullbúið,1.0
193.0,6.0,3.0,0.0,Fullbúið,1.0
193.0,6.0,4.0,0.0,Fullbúið,4.0
193.0,6.0,5.0,0.0,Fullbúið,22.0
193.0,6.0,6.0,0.0,Fullbúið,16.0
193.0,6.0,7.0,0.0,Fullbúið,19.0
193.0,6.0,8.0,0.0,Fullbúið,6.0
193.0,6.0,9.0,0.0,Fullbúið,5.0
193.0,6.0,10.0,0.0,Fullbúið,4.0
193.0,6.0,11.0,0.0,Fullbúið,3.0
193.0,6.0,15.0,0.0,Fullbúið,1.0
194.0,2.0,0.0,1400.0,Ófullbúið,2.0
194.0,2.0,1.0,1400.0,Ófullbúið,1.0
194.0,2.0,1.0,1400.0,Fullbúið,2.0
194.0,2.0,2.0,1400.0,Fullbúið,147.0
194.0,2.0,2.0,1400.0,Ófullbúið,82.0
194.0,2.0,3.0,1400.0,Ófullbúið,11.0
194.0,2.0,3.0,1400.0,Fullbúið,50.0
194.0,2.0,5.0,1400.0,Fullbúið,1.0
194.0,3.0,0.0,1400.0,Ófullbúið,1.0
194.0,3.0,1.0,1400.0,Ófullbúið,1.0
194.0,3.0,2.0,1400.0,Fullbúið,84.0
194.0,3.0,2.0,1400.0,Ófullbúið,43.0
194.0,3.0,3.0,1400.0,Ófullbúið,254.0
194.0,3.0,3.0,1400.0,Fullbúið,307.0
194.0,3.0,4.0,1400.0,Fullbúið,75.0
194.0,3.0,4.0,1400.0,Ófullbúið,27.0
194.0,4.0,1.0,1400.0,Ófullbúið,1.0
194.0,4.0,2.0,1400.0,Ófullbúið,1.0
194.0,4.0,2.0,1400.0,Fullbúið,2.0
194.0,4.0,3.0,1400.0,Fullbúið,85.0
194.0,4.0,3.0,1400.0,Ófullbúið,56.0
194.0,4.0,4.0,1400.0,Ófullbúið,104.0
194.0,4.0,4.0,1400.0,Fullbúið,164.0
194.0,4.0,5.0,1400.0,Fullbúið,13.0
194.0,4.0,5.0,1400.0,Ófullbúið,4.0
194.0,5.0,0.0,1400.0,Ófullbúið,1.0
194.0,5.0,3.0,1400.0,Ófullbúið,21.0
194.0,5.0,3.0,1400.0,Fullbúið,9.0
194.0,5.0,4.0,1400.0,Ófullbúið,57.0
194.0,5.0,4.0,1400.0,Fullbúið,109.0
194.0,5.0,5.0,1400.0,Ófullbúið,4.0
194.0,5.0,5.0,1400.0,Fullbúið,31.0
194.0,5.0,6.0,1400.0,Fullbúið,1.0
194.0,6.0,3.0,1400.0,Fullbúið,1.0
194.0,6.0,4.0,1400.0,Fullbúið,8.0
194.0,6.0,5.0,1400.0,Fullbúið,48.0
194.0,6.0,5.0,1400.0,Ófullbúið,3.0
194.0,6.0,6.0,1400.0,Fullbúið,56.0
194.0,6.0,6.0,1400.0,Ófullbúið,1.0
194.0,6.0,7.0,1400.0,Fullbúið,5.0
194.0,6.0,8.0,1400.0,Fullbúið,1.0
194.0,6.0,9.0,1400.0,Fullbúið,1.0
195.0,1.0,1.0,1400.0,Ófullbúið,4.0
195.0,2.0,2.0,1400.0,Fullbúið,71.0
195.0,2.0,2.0,1400.0,Ófullbúið,24.0
195.0,2.0,3.0,1400.0,Fullbúið,17.0
195.0,3.0,0.0,1400.0,Ófullbúið,7.0
195.0,3.0,1.0,1400.0,Ófullbúið,1.0
195.0,3.0,1.0,1400.0,Fullbúið,3.0
195.0,3.0,2.0,1400.0,Fullbúið,27.0
195.0,3.0,2.0,1400.0,Ófullbúið,15.0
195.0,3.0,3.0,1400.0,Ófullbúið,99.0
195.0,3.0,3.0,1400.0,Fullbúið,147.0
195.0,3.0,4.0,1400.0,Fullbúið,43.0
195.0,3.0,4.0,1400.0,Ófullbúið,9.0
195.0,4.0,0.0,1400.0,Ófullbúið,13.0
195.0,4.0,2.0,1400.0,Fullbúið,5.0
195.0,4.0,2.0,1400.0,Ófullbúið,4.0
195.0,4.0,3.0,1400.0,Ófullbúið,34.0
195.0,4.0,3.0,1400.0,Fullbúið,52.0
195.0,4.0,4.0,1400.0,Fullbúið,112.0
195.0,4.0,4.0,1400.0,Ófullbúið,35.0
195.0,4.0,5.0,1400.0,Fullbúið,3.0
195.0,5.0,3.0,1400.0,Ófullbúið,4.0
195.0,5.0,3.0,1400.0,Fullbúið,2.0
195.0,5.0,4.0,1400.0,Ófullbúið,8.0
195.0,5.0,4.0,1400.0,Fullbúið,63.0
195.0,5.0,5.0,1400.0,Ófullbúið,10.0
195.0,5.0,5.0,1400.0,Fullbúið,63.0
195.0,5.0,6.0,1400.0,Fullbúið,6.0
195.0,6.0,3.0,1400.0,Fullbúið,1.0
195.0,6.0,4.0,1400.0,Fullbúið,21.0
195.0,6.0,4.0,1400.0,Ófullbúið,6.0
195.0,6.0,5.0,1400.0,Ófullbúið,19.0
195.0,6.0,5.0,1400.0,Fullbúið,96.0
195.0,6.0,6.0,1400.0,Ófullbúið,23.0
195.0,6.0,6.0,1400.0,Fullbúið,78.0
195.0,6.0,7.0,1400.0,Fullbúið,20.0
195.0,6.0,7.0,1400.0,Ófullbúið,4.0
195.0,6.0,8.0,1400.0,Fullbúið,2.0
195.0,6.0,8.0,1400.0,Ófullbúið,9.0
195.0,6.0,9.0,1400.0,Ófullbúið,1.0
195.0,6.0,10.0,1400.0,Fullbúið,1.0
196.0,2.0,1.0,1300.0,Fullbúið,1.0
196.0,2.0,2.0,1300.0,Fullbúið,1.0
196.0,3.0,2.0,1300.0,Fullbúið,18.0
196.0,3.0,3.0,1300.0,Fullbúið,39.0
196.0,3.0,4.0,1300.0,Fullbúið,8.0
196.0,4.0,2.0,1300.0,Fullbúið,1.0
196.0,4.0,3.0,1300.0,Fullbúið,70.0
196.0,4.0,4.0,1300.0,Fullbúið,23.0
196.0,4.0,6.0,1300.0,Fullbúið,3.0
196.0,5.0,3.0,1300.0,Fullbúið,23.0
196.0,5.0,4.0,1300.0,Fullbúið,70.0
196.0,5.0,5.0,1300.0,Fullbúið,22.0
196.0,5.0,6.0,1300.0,Fullbúið,7.0
196.0,5.0,7.0,1300.0,Fullbúið,1.0
196.0,6.0,3.0,1300.0,Fullbúið,2.0
196.0,6.0,4.0,1300.0,Fullbúið,18.0
196.0,6.0,5.0,1300.0,Fullbúið,90.0
196.0,6.0,6.0,1300.0,Fullbúið,70.0
196.0,6.0,7.0,1300.0,Fullbúið,38.0
196.0,6.0,8.0,1300.0,Fullbúið,14.0
196.0,6.0,9.0,1300.0,Fullbúið,10.0
196.0,6.0,10.0,1300.0,Fullbúið,5.0
196.0,6.0,11.0,1300.0,Fullbúið,2.0
197.0,1.0,1.0,1300.0,Fullbúið,1.0
197.0,2.0,2.0,1300.0,Fullbúið,28.0
197.0,2.0,3.0,1300.0,Fullbúið,5.0
197.0,3.0,2.0,1300.0,Fullbúið,45.0
197.0,3.0,3.0,1300.0,Fullbúið,52.0
197.0,3.0,4.0,1300.0,Fullbúið,2.0
197.0,4.0,2.0,1300.0,Fullbúið,7.0
197.0,4.0,3.0,1300.0,Fullbúið,94.0
197.0,4.0,4.0,1300.0,Fullbúið,58.0
197.0,4.0,5.0,1300.0,Fullbúið,4.0
197.0,5.0,3.0,1300.0,Fullbúið,30.0
197.0,5.0,4.0,1300.0,Fullbúið,38.0
197.0,5.0,5.0,1300.0,Fullbúið,19.0
197.0,5.0,6.0,1300.0,Fullbúið,9.0
197.0,5.0,7.0,1300.0,Fullbúið,1.0
197.0,6.0,3.0,1300.0,Fullbúið,2.0
197.0,6.0,4.0,1300.0,Fullbúið,7.0
197.0,6.0,5.0,1300.0,Fullbúið,14.0
197.0,6.0,6.0,1300.0,Fullbúið,12.0
197.0,6.0,7.0,1300.0,Fullbúið,4.0
198.0,1.0,0.0,1300.0,Fullbúið,1.0
198.0,1.0,0.0,1300.0,Ófullbúið,1.0
198.0,1.0,1.0,1300.0,Fullbúið,26.0
198.0,1.0,2.0,1300.0,Fullbúið,1.0
198.0,1.0,8.0,1300.0,Fullbúið,1.0
198.0,1.0,15.0,1300.0,Fullbúið,2.0
198.0,2.0,1.0,1300.0,Fullbúið,1.0
198.0,2.0,2.0,1300.0,Ófullbúið,29.0
198.0,2.0,2.0,1300.0,Fullbúið,56.0
198.0,3.0,0.0,1300.0,Fullbúið,16.0
198.0,3.0,1.0,1300.0,Fullbúið,1.0
198.0,3.0,2.0,1300.0,Fullbúið,85.0
198.0,3.0,2.0,1300.0,Ófullbúið,36.0
198.0,3.0,3.0,1300.0,Fullbúið,251.0
198.0,3.0,3.0,1300.0,Ófullbúið,95.0
198.0,3.0,4.0,1300.0,Ófullbúið,6.0
198.0,3.0,4.0,1300.0,Fullbúið,5.0
198.0,4.0,0.0,1300.0,Fullbúið,11.0
198.0,4.0,2.0,1300.0,Ófullbúið,3.0
198.0,4.0,2.0,1300.0,Fullbúið,18.0
198.0,4.0,3.0,1300.0,Ófullbúið,62.0
198.0,4.0,3.0,1300.0,Fullbúið,256.0
198.0,4.0,4.0,1300.0,Fullbúið,145.0
198.0,4.0,4.0,1300.0,Ófullbúið,38.0
198.0,4.0,5.0,1300.0,Fullbúið,5.0
198.0,5.0,0.0,1300.0,Fullbúið,14.0
198.0,5.0,1.0,1300.0,Fullbúið,1.0
198.0,5.0,2.0,1300.0,Fullbúið,1.0
198.0,5.0,3.0,1300.0,Fullbúið,70.0
198.0,5.0,3.0,1300.0,Ófullbúið,63.0
198.0,5.0,4.0,1300.0,Fullbúið,315.0
198.0,5.0,4.0,1300.0,Ófullbúið,70.0
198.0,5.0,5.0,1300.0,Fullbúið,65.0
198.0,5.0,5.0,1300.0,Ófullbúið,8.0
198.0,6.0,3.0,1300.0,Fullbúið,6.0
198.0,6.0,3.0,1300.0,Ófullbúið,6.0
198.0,6.0,4.0,1300.0,Ófullbúið,27.0
198.0,6.0,4.0,1300.0,Fullbúið,43.0
